Label,Type,CLO_C,CLO_M,CL_C,CL_M,UBERON_C,UBERON_M,BTO_C,BTO_M
ME-1_acute_myeloid_leukemia_,CL,ME-1 cell,ME-1 cell,myeloid cell,-,blood,anatomical wall,-,corpus epididymis
H9_ESC,CL,H9 cell,cell line cell culturing,T cell,embryonic stem cell,blood,processual entity,H-9 cell,-
Tet21N_neuroblastoma,CL,-,cell line cell culturing,neuroblast (sensu Vertebrata),cell,nervous system,processual entity,Tet21N cell,"tissues, cell types and enzyme sources"
GM12870_male_B-cells,CL,GM12870 cell,GM12870 cell,B cell,-,blood,male organism,-,-
SKNO-1,CL,-,cell line cell,myeloid cell,obsolete immortal cell line cell,blood,naris,-,"culture condition:2,5-dihydroxybenzoate-grown cell"
HUVEC-C_HUVEC_umbilical_vein_endothelial_cells_HYPOX,CL,HUV-EC-C cell,HUV-EC-C cell,endothelial cell of umbilical vein,-,umbilical cord,vein,HUVEC cell,HUVEC cell
RMG-I,CL,RMG-I cell,RMG-I cell,-,-,ovary,-,RMG-I cell,-
RWPE1_prostate_epithelial_cells,CL,RWPE-1 cell,-,epithelial cell of prostate,epithelial cell of prostate,prostate gland,prostate gland,RWPE-1 cell,prostate gland
KYSE180_1,CL,KYSE-180 cell,immortal human cell line cell,squamous epithelial cell,-,esophagus,organ part,-,-
sacrococcigeal teratoma cell line:HTST,CL,RCB0967 cell,RCB0967 cell,germ cell,cell,coccyx,-,-,-
ID00016,CL,ID00016 cell,ID00016 cell,lymphocyte,-,blood,processual entity,-,-
LNCaP_prostate_carcinoma_PHFRPMIFCS,CL,LNCAP cell,LNCAP cell,epithelial cell of prostate,-,prostate gland,prostate gland,LNCaP cell,prostate gland
81-3,CL,81.3 cell,immortal human cell line cell,lymphocyte,primary cultured cell,blood,multicellular organism,-,HT-29 cell
Detroit_562_Pharyngeal_squamous_cell_carcinoma,CL,Detroit 562 cell,cell line,epithelial cell of alimentary canal,epithelial cell of alimentary canal,pharynx,vas deferens,-,coronary artery
MIA Paca2,CL,MIA PaCa-2 cell,RCB2094 cell,pancreatic ductal cell,-,pancreas,-,MiaPaCa-2 cell,-
NCI-H889_p8-15,CL,NCI-H889 cell,NCI-H889 cell,epithelial cell of lung,-,lung,-,NCI-H889 cell,-
NB4_1,CL,NB-4 cell,NB-4 cell,myeloid cell,-,blood,-,NB-4 cell,-
ZR751,CL,-,cell line cell,mammary gland epithelial cell,obsolete immortal cell line cell,breast,naris,ZR-75-1 cell,"culture condition:2,5-dihydroxybenzoate-grown cell"
CAOV4cis,CL,Caov-4 cell,cell line cell,ovarian surface epithelial cell,obsolete immortal cell line cell,ovary,naris,-,"culture condition:2,5-dihydroxybenzoate-grown cell"
GM06990_female_B-cells,CL,GM06990 cell,GM06990 cell,B cell,-,blood,female organism,-,-
BJAB_Burkitt_lymphoma_BIRA,CL,-,cell line cell culturing,B cell,cell,blood,processual entity,BJAB cell,"tissues, cell types and enzyme sources"
U87_EGFRvIII_shSOX9_FBS,CL,U-87 MG cell,U-87 MG cell,astrocyte,-,brain,life cycle,U-87MG cell,-
acute myeloid leukemia (FAB M2) cell line:Kasumi-6,CL,Kasumi-6 cell,Kasumi-6 cell,myeloid cell,cell,blood,-,-,-
BE2C,CL,-,immortal glandular epithelial cell line cell,neuroblast (sensu Vertebrata),obsolete cell by organism,brain,material anatomical entity,SK-N-BE(2)C cell,BHK-21 cell
HuH7_hepatocellular_carcinoma_MITO,CL,RCB1366 cell,Huh7 cell,hepatocyte,-,liver,bronchial artery,HuH-7 cell,bone
Mel Juso,CL,MEL-JUSO cell,immortal multinucleate cell line cell,epidermal melanocyte,neuron associated cell (sensu Vertebrata),skin epidermis,left adrenal gland,MEL-JUSO cell,cervicovaginal cell
MCF7_DAC,CL,MCF7 cell,MCF7 cell,mammary gland epithelial cell,-,breast,-,MCF-7 cell,-
OCI-AML-3,CL,OCI-AML3 cell,immortal Sertoli cell line cell,myeloid cell,peptidergic neuron,blood,major vestibular gland,OCI-AML3 cell,aleurone layer
pancreatic carcinoma cell line:NOR-P1,CL,RCB2139 cell,RCB2139 cell,epithelial cell of pancreas,-,pancreas,-,NOR-P1 cell,pancreatic cancer cell
T_A,CL,-,immortal multinucleate cell line cell,T cell,neuron associated cell (sensu Vertebrata),blood,endoneurium,T-lymphocyte,bladder
H9_neural_progenitor_cell,CL,-,mesothelial cell,neural progenitor cell,-,nervous system,vessel,-,-
GM12878_female_B-cells_lymphoblastoid_cell_line,CL,GM12878 cell,GM12878 cell,B cell,cell,blood,female organism,GM-12878 cell,-
iPSC_induced_pluripotent_stem_cells,CL,human induced pluripotent stem cell line cell,induced pluripotent stem cell line cell,pluripotent stem cell,-,-,-,hiPSC cell,stem
HuH-6,CL,RCB1367 cell,RCB1367 cell,hepatocyte,-,liver,-,HuH-6 cell,-
SJSA-1,CL,SJSA-1 cell,SJSA-1 cell,bone cell,-,bone tissue,-,SJSA-1 cell,-
ST1,CL,-,,T cell,primary cultured cell,blood,multicellular organism,-,culture condition:-induced cell
MOLM13,CL,MOLM-13 cell,immortal human cell line cell,myeloid cell,primary cultured cell,blood,brain,MOLM-13 cell,cauda epididymis
HEK293_siBAHD1_W667G_mutant,CL,HEK293,HEK293,kidney epithelial cell,-,kidney,-,HEK-293 cell,-
MKL1_virus_positive,CL,-,immortal skeletal muscle cell line cell,Merkel cell,-,skin epidermis,anatomical wall,-,-
fibrosarcoma cell line:HT-1080,CL,HT-1080 cell,HT-1080 cell,epithelial cell,-,connective tissue,-,HT-1080 cell,fibrosarcoma cell line
LNCaP_prostate_carcinoma_SHCTR_DHT,CL,LNCAP cell,LNCAP cell,epithelial cell of prostate,-,prostate gland,prostate gland,LNCaP cell,prostate gland
SK-N-BE2,CL,SK-N-BE(2) cell,BE2 cell,neuroblast (sensu Vertebrata),-,nervous system,-,SK-N-BE(2) cell,-
HelaS3 ENCODE,CL,HeLa S3 cell,cell line cell,epithelial cell of cervix,obsolete immortal cell line cell,uterine cervix,-,HeLa-S3 cell,intestinal cell line
WA09_embryonic_stem_cells,CL,-,-,embryonic stem cell,-,embryo,vas deferens,WA-09 cell,stem
MO1043_ICN1_HA_H3K27Ac_a,CL,-,cell line cell,B cell,obsolete immortal cell line cell,blood,naris,-,"culture condition:2,5-dihydroxybenzoate-grown cell"
GIST-T1_JQ1,CL,-,immortal common iliac artery-derived endothelial cell line cell,neural cell,Merkel cell,digestive tract,vas deferens,-,bladder
HT29_colon_adenocarcinoma_ROSIG_2H,CL,HT-29 cell,HT-29 cell,colon epithelial cell,-,colon,colon,HT-29 cell,colon
FaDu,CL,FaDu cell,FaDu cell,squamous epithelial cell,-,hypopharynx,-,-,-
H295R,CL,NCI-H295R cell,cell line co-expression,cortical cell of adrenal gland,obsolete cell by organism,adrenal cortex,material anatomical entity,NCI-H295R cell,-
OCI-Ly10,CL,-,immortal osteoblast cell line cell,B cell,primary cultured cell,lymph node,obsolete villus,-,abdomen
TS576,CL,-,immortal myofibroblast cell line cell,-,primary cultured cell,brain,major vestibular gland,-,zona fasciculata
HCC-1428_breast_adenocarcinoma,CL,HCC1428 cell,cell line cell culturing,mammary gland epithelial cell,-,breast,breast,-,breast
MDA-MB-231_ERαWT_0min,CL,MDA-MB-231 cell,MDA-MB-231 cell,mammary gland epithelial cell,-,breast,-,MDA-MB-231 cell,-
hiPSC,CL,human induced pluripotent stem cell line cell,human induced pluripotent stem cell line cell,pluripotent stem cell,-,-,-,hiPSC cell,-
MOLM14_CA25_11,CL,-,mouse immortal cell line cell,myeloid cell,primary cultured cell,blood,anatomical wall,MOLM-14 cell,culture condition:4-methylmuconolactone-grown cell
GM15850,CL,GM15850 cell,GM15850 cell,B cell,-,blood,-,-,-
TTC-1240_Rhabdoid_tumor_of_the_kidney,CL,-,-,kidney cell,-,kidney,kidney,-,kidney
U2OS_osteosarcoma_HEAT,CL,U-2 OS cell,U-2 OS cell,bone cell,-,bone tissue,-,U2-OS cell,cell suspension culture
Ly4,CL,-,ATCC cell line cell,B cell,primary cultured cell,blood,somatic nervous system,-,culture condition:4-methylmuconolactone-grown cell
NEC14,CL,RCB0490 cell,RCB0490 cell,male germ cell,-,testis,-,-,-
CyT49_HE,CL,-,immortal multinucleate cell line cell,embryonic stem cell,neuron associated cell (sensu Vertebrata),embryo,endoneurium,-,bladder
PC3_COMBO,CL,PC-3 cell,PC-3 cell,epithelial cell of prostate,-,prostate gland,parvocellular oculomotor nucleus,PC-3 cell,-
MDA-MB-231_ER?WT_45min,CL,MDA-MB-231 cell,MDA-MB-231 cell,mammary gland epithelial cell,-,breast,-,MDA-MB-231 cell,-
SNU-216,CL,-,immortal myofibroblast cell line cell,epithelial cell of stomach,epithelial cell of stomach,stomach,brain,SNU-216 cell,corolla
T_C,CL,-,immortal human cell line cell,T cell,cell,blood,processual entity,T-lymphocyte,"tissues, cell types and enzyme sources"
G401,CL,G-401 cell,cell line cell,kidney epithelial cell,obsolete immortal cell line cell,kidney,naris,G-401 cell,"culture condition:2,5-dihydroxybenzoate-grown cell"
OCI-LY3,CL,-,immortal muscle cell line cell,B cell,obsolete native cell,bone marrow,obsolete villus,-,blood serum
HEL92.1.7,CL,HEL 92.1.7 cell,HEL 92.1.7 cell,myeloid cell,-,blood,-,HEL-92.1.7 cell,-
ES-WA7 cells,CL,-,adherent cell line cell,embryonic stem cell,granule cell,embryo,vas deferens,-,astrocytoma cell
MKN1,CL,RCB1003 cell,RCB1003 cell,glandular epithelial cell of stomach,-,stomach,-,MKN-1 cell,-
LoVo_colorectal_adenocarcinoma_PHASES,CL,LoVo cell,LoVo cell,colon epithelial cell,-,colon,pontine raphe nucleus,LoVo cell,ring gland
ra1,CL,RAMOS cell,clusters in suspension cell line culturing,B cell,primary cultured cell,blood,organ,RAMOS (RA.1) cell,adrenal medulla
HEK-293,CL,HEK293,HEK293,kidney epithelial cell,-,kidney,-,HEK-293 cell,-
C4-2,CL,LNCaP cell,cell line cell,epithelial cell of prostate,extramedullary cell,prostate gland,obsolete villus,LNCaP-C4-2 cell,bladder
OCI-LY1,CL,-,immortal multinucleate cell line cell,B cell,primary cultured cell,bone marrow,,-,neutrophil
GIST-9_PDGFRA e18,CL,-,cell line cell culturing,neural cell,cell,digestive tract,processual entity,-,"tissues, cell types and enzyme sources"
MCF7_Invasive_ductal_breast_carcinoma_SIGATA,CL,MCF7 cell,MCF7 cell,mammary gland epithelial cell,-,breast,breast,MCF-7 cell,breast
DAOY_medulloblastoma,CL,Daoy cell,Daoy cell,neural cell,-,cerebellum,zygote stage,DAOY cell,-
G523NS_glioblastoma,CL,-,cell line cell,glial cell,obsolete immortal cell line cell,central nervous system,naris,-,"culture condition:2,5-dihydroxybenzoate-grown cell"
SCC25,CL,SCC-25 cell,immortal muscle cell line cell,squamous epithelial cell,primary cultured cell,tongue,multicellular organism,SCC-25 cell,CEM-C1 cell
ATN-1,CL,RCB1440 cell,RCB1440 cell,T cell,-,blood,-,-,-
RWPE2,CL,RWPE-2 cell,adherent cell culture growth mode,epithelial cell of prostate,CNS neuron (sensu Nematoda and Protostomia),prostate gland,multicellular organism,RWPE-2 cell,coronary artery
SupB15 ACY1035,CL,SUP-B15 cell,immortal hybrid cell line cell,B-lymphoblast,obsolete immortal cell line cell,bone marrow,material anatomical entity,-,culture condition:4-(methoxymethyl)phenol-grown cell
BICR-31,CL,BICR 31 cell,cell line cell,squamous epithelial cell,obsolete immortal cell line cell,tongue,naris,-,"culture condition:2,5-dihydroxybenzoate-grown cell"
IMR90_lung_fibroblasts_SENES_SHLUC,CL,IMR-90 cell,IMR-90 cell,fibroblast of lung,-,lung,lung,IMR-90 cell,lung
acute myeloid leukemia (FAB M4) cell line:HNT-34,CL,RCB1296 cell,RCB1296 cell,myeloid cell,cell,blood,-,-,-
clear cell carcinoma cell line:JHOC-5,CL,RCB1520 cell,RCB1520 cell,ovarian surface epithelial cell,cell,ovary,-,clear cell adenocarcinoma cell,clear cell adenocarcinoma cell
HT3,CL,HT-3 cell,immortal induced T-regulatory cell line cell,epithelial cell of cervix,primary cultured cell,uterine cervix,obsolete villus,-,head muscle
DND_41,CL,DND-41 cell,immortal alpha-beta T cell line cell,T cell,obsolete immortal cell line cell,blood,major vestibular gland,-,culture condition:2-aminobenzenesulfonate-grown cell
DHL-4,CL,SU-DHL-4 cell,cell line cell,B cell,obsolete immortal cell line cell,blood,naris,SU-DHL-4 cell,"culture condition:2,5-dihydroxybenzoate-grown cell"
cord blood derived cell line:COBL-a 24h infection,CL,-,cell line,hematopoietic cell,cell,umbilical cord,umbilical cord,-,umbilical cord blood
HT1080_WT,CL,HT-1080 cell,immortal human cell line cell,epithelial cell,spermatogonium,connective tissue,peripheral nervous system,HT-1080 cell,adductor
NCI-H69_DMSO,CL,NCI-H69 cell,NCI-H69 cell,epithelial cell of lung,-,lung,-,NCI-H69 cell,-
Mac-2A_ALK-,CL,-,immortal multinucleate cell line cell,lymphocyte,-,blood,obsolete embryo stage part,-,-
GBM_B39,CL,GBM cell,GBM cell,neural cell,-,brain,glomerular basement membrane,-,-
T47D_invasive_ductal_carcinoma_PROG,CL,T-47D cell,T-47D cell,mammary gland epithelial cell,-,breast,pontine raphe nucleus,T-47D cell,pectoral muscle
HUVEC_VEGF_4h,CL,HUV-EC-C cell,HUV-EC-C cell,endothelial cell of umbilical vein,-,umbilical cord,-,HUVEC cell,HUVEC cell
MCF7_Invasive_ductal_breast_carcinoma_SHCTR_E2,CL,MCF7 cell,MCF7 cell,mammary gland epithelial cell,-,breast,breast,MCF-7 cell,breast
U2OS_osteosarcoma_SHNS,CL,U-2 OS cell,U-2 OS cell,bone cell,-,bone tissue,-,U2-OS cell,dormant eye
PC_9,CL,-,immortal muscle cell line cell,epithelial cell of lung,cultured cell,lung,obsolete villus,PC-9 cell,SW-480 cell
HK-2,CL,HK-2 cell,HK-2 cell,epithelial cell of proximal tubule,-,proximal tubule,-,HK-2 cell,-
I10_Mantle cell lymphoma tissue_THZ1,CL,-,-,B cell,cell,blood,mantle,-,mantle
SH-EP,CL,-,,neuroblast (sensu Vertebrata),cell,nervous system,major vestibular gland,SH-EP cell,alveolus
osteosarcoma cell line:143B/TK^(-)neo^(R),CL,143B cell,RCB0701 cell,bone cell,cell,femur,-,osteosarcoma cell line,osteosarcoma cell line
PC9,CL,-,immortal glandular epithelial cell line cell,epithelial cell of lung,granule cell,lung,multicellular organism,PC-9 cell,zona reticulata
acute myeloid leukemia (FAB M4eo) cell line:EoL-1,CL,EOL-1 cell,EOL-1 cell,myeloid cell,cell,blood,-,EoL-1 cell,-
BT16,CL,-,immortal multinucleate cell line cell,mesenchymal cell,obsolete thymus processed stem cell,central nervous system,left adrenal gland,-,"tissues, cell types and enzyme sources"
liposarcoma cell line:KMLS-1,CL,-,cell line,adipocyte,cell,adipose tissue,-,liposarcoma cell line,liposarcoma cell line
GBM_IDHmut5661,CL,GBM cell,GBM cell,neural cell,-,brain,glomerular basement membrane,-,-
BPE_mammary_epithelial_cells,CL,BPE cell,BPE cell,mammary gland epithelial cell,mammary gland epithelial cell,breast,-,-,-
697,CL,697 cell,697 cell,precursor B cell,-,bone marrow,-,697 cell,-
HMS001,CL,-,immortal glandular epithelial cell line cell,squamous epithelial cell,primary cultured cell,oropharynx,anatomical structure,-,culture condition:3-methylcrotonoyl-CoA-grown cell
be2c,CL,-,immortal parietal cell line cell,neuroblast (sensu Vertebrata),cell,brain,anatomical wall,SK-N-BE(2)C cell,"tissues, cell types and enzyme sources"
MCF-7_estradiol,CL,MCF7 cell,MCF7 cell,mammary gland epithelial cell,-,breast,organ,MCF-7 cell,-
Blue1_sporadic_Burkitt_lymphoma,CL,-,cell line cell culturing,B cell,cell,blood,processual entity,-,"tissues, cell types and enzyme sources"
H9_naive,CL,H9 cell,immortal multinucleate cell line cell,T cell,obsolete cell by organism,blood,blastopore,H-9 cell,zona fasciculata
MDA-MB-453_breast_adenocarcinoma_MPA,CL,MDA-MB-453 cell,MDA-MB-453 cell,mammary gland epithelial cell,-,breast,breast,MDA-MB-453 cell,breast
SH-SY5Y_untreat,CL,SH-SY5Y cell,SH-SY5Y cell,neuroblast (sensu Vertebrata),-,bone marrow,-,SH-SY5Y cell,-
A549_3h_only,CL,A549 cell,A549 cell,epithelial cell of lung,-,lung,-,A-549 cell,-
H1_hESC_2,CL,Line H1 cell,human embryonic stem cell line cell,embryonic stem cell,-,embryo,-,hESC cell,-
NEC8,CL,RCB0489 cell,RCB0489 cell,male germ cell,-,testis,-,NEC-8 cell,-
EndoC-betaH2,CL,-,cell line cell,type B pancreatic cell,obsolete immortal cell line cell,pancreas,naris,-,"culture condition:2,5-dihydroxybenzoate-grown cell"
BT168_glioblastoma_stem_cells,CL,-,cell line cell culturing,stem cell,cell,central nervous system,processual entity,-,stem
CLB-MA,CL,-,immortal neuroendocrine cell line cell,neuroblast (sensu Vertebrata),primary cultured cell,nervous system,anatomical system,-,zona fasciculata
gastrointestinal carcinoma cell line:ECC12,CL,RCB1009 cell,RCB1009 cell,epithelial cell of stomach,-,stomach,-,carcinoma cell line,carcinoma cell line
SW872_YAP5SA,CL,SW 872 cell,SW 872 cell,adipocyte,-,connective tissue,-,SW-872 cell,-
MKL-1,CL,-,-,Merkel cell,lung megakaryocyte,skin epidermis,-,-,-
GM04604,CL,GM04604 cell,GM04604 cell,B cell,-,blood,-,-,-
HeLa-S3 Cervical Carcinoma Cell Line,CL,HeLa S3 cell,HeLa S3 cell,epithelial cell of cervix,-,uterine cervix,-,HeLa-S3 cell,cervical cancer cell line
AzH-G2/M,CL,-,immortal neuroendocrine cell line cell,-,-,embryo,multicellular organism,-,coronary artery
MDA-MB-157,CL,MDA-MB-157 cell,MDA-MB-157 cell,mammary gland epithelial cell,-,breast,-,MDA-MB-157 cell,-
LNCaP95_shARfl_DHT,CL,-,cell culture growth mode,epithelial cell of prostate,unipolar neuron,prostate gland,lung,LNCaP-95 cell,zona fasciculata
SHEP with tetracycline inducible MYC_DOX_6HR,CL,-,mouse immortal cell line cell,neuroblast (sensu Vertebrata),cell,nervous system,larval stage,SH-EP cell,culture condition:deoxyribonucleoside-induced cell
WHIM12,CL,-,cell line cell,mammary gland epithelial cell,primary cultured cell,breast,uterine cervix,-,intestinal cell line
NCI-H460,CL,NCI-H460 cell,NCI-H460 cell,epithelial cell of lung,-,lung,-,NCI-H460 cell,-
DAOY,CL,Daoy cell,Daoy cell,neural cell,-,cerebellum,-,DAOY cell,-
RH3,CL,-,immortal hybrid cell line cell,bronchial smooth muscle cell,primary cultured cell,alveolar smooth muscle,uterine cervix,Rh-3 cell,apical meristem
TEX-HIST1H3F-WT-Rx_cells,CL,-,mouse immortal cell line cell,stem cell,obsolete cell by organism,bone marrow,multicellular organism,TEX cell,tendon sheath
GIST-3_KIT e11,CL,-,cell line cell culturing,neural cell,-,digestive tract,processual entity,-,-
MonoMac6,CL,MONO-MAC-6 cell,cell line cell,monocyte,obsolete immortal cell line cell,blood,-,Mono-Mac-6 cell,adductor
hTERT-HME1,CL,hTERT-HME1 cell,hTERT-HME1 cell,mammary gland epithelial cell,-,breast,-,-,-
JHU-029_laryngeal_squamous_cell_carcinoma,CL,-,cultured cell,squamous epithelial cell,-,larynx,organ part,JHU-029 cell,stoma
iPS_DF_19_11,CL,human induced pluripotent stem cell line cell,immortal osteoblast cell line cell,pluripotent stem cell,epithelial cell,-,brain,-,antennal gland
RL,CL,RL cell,"mouse, Swiss albino",B cell,primary cultured cell,blood,,RL cell,culture condition:-induced cell
NCI-H1299-wtSMARCA4_Dox_SAHA,CL,NCI-H1299 cell,NCI-H1299 cell,epithelial cell of lung,-,lung,-,NCI-H1299 cell,-
GBM_4218_0,CL,GBM cell,GBM cell,glial cell,-,brain,glomerular basement membrane,glioblastoma cell line,-
carcinoid cell line:SK-PN-DW,CL,SK-PN-DW cell,cell line,neural cell,cell,nervous system,-,carcinoid cell,carcinoid cell
Wilms' tumor cell line:HFWT,CL,RCB0665 cell,RCB0665 cell,kidney epithelial cell,neoplastic cell,kidney,-,-,-
MDA-MB-231_ER?WT_0min,CL,MDA-MB-231 cell,MDA-MB-231 cell,mammary gland epithelial cell,-,breast,-,MDA-MB-231 cell,-
RS4_11_AZD1775 _4h,CL,RS4;11 cell,adherent-patchy cell line culturing,lymphocyte of B lineage,primary cultured cell,bone marrow,major vestibular gland,RS4-11 cell,adductor
Hu5,CL,-,cell line cell,mesenchymal cell,obsolete immortal cell line cell,mesenchyme,naris,-,"culture condition:2,5-dihydroxybenzoate-grown cell"
TC797,CL,-,immortal human cell line cell,-,spermatogonium,-,anatomical wall,-,adductor
Glioblastoma neurosphere cell_HF-3035,CT,-,cell line cell culturing,glial cell,cell,central nervous system,processual entity,glioblastoma cell line,"tissues, cell types and enzyme sources"
Stromal_heart_2,CT,-,-,stromal cell,-,heart,heart,-,heart
foreskin-keratinocyte-calcium5.5day,CT,-,-,foreskin keratinocyte,foreskin keratinocyte,prepuce of penis,prepuce of penis,foreskin keratinocyte cell line,prepuce
PAEP_MECOM_pos_placenta,CT,-,-,-,-,placenta,placenta,-,placenta
GMP_Frozen_BM1077,CT,-,-,granulocyte monocyte progenitor cell,granulocyte monocyte progenitor cell,bone marrow,-,-,-
Chondrocyte - re diff donor2,CT,-,-,chondrocyte,chondrocyte,cartilage tissue,-,chondrocyte,chondrocyte
GBM07,CT,GBM cell,immortal fusion competent myoblast cell line cell,glial cell,macrophage,brain,cuticle,-,brain myelin
MPAL1_T2_4,CT,-,cell line cell,hematopoietic cell,obsolete immortal cell line cell,blood,naris,-,"culture condition:2,5-dihydroxybenzoate-grown cell"
Myeloid_liver_0,CT,-,-,myeloid cell,-,liver,liver,myeloid cell line,liver
750T,CT,-,cell line cell,kidney cell,primary cultured cell,kidney,uterine cervix,-,intestinal cell line
CluB_D,CT,-,immortal multinucleate cell line cell,club cell,neuron associated cell (sensu Vertebrata),lung,endoneurium,-,bladder
Astro_Oligodendro_cerebrum_2,CT,-,cell line cell culturing,glial cell,-,brain,cerebral hemisphere,-,telencephalon
Macrophages_GM-CSF_72h,CT,-,-,macrophage,-,blood,cerebrospinal fluid,macrophage,-
Th2,CT,-,cell line cell,T-helper 2 cell,primary cultured cell,immune system,uterine cervix,Th2 cell,-
Glioblastoma neurosphere cell_HF-3016,CT,-,cell line cell culturing,glial cell,cell,central nervous system,processual entity,glioblastoma cell line,"tissues, cell types and enzyme sources"
NHEK-Epidermal_Keratinocytes,CT,-,immortal frog cell line cell,keratinocyte,epithelial cell,skin epidermis,vas deferens,NHEK cell,neutrophil
Ik6pre-BALL+TET-emptyvector,CT,-,cell line cell culturing,hematopoietic cell,cell,blood,ball,-,-
NH-A astrocyte,CT,-,-,astrocyte,astrocyte,central nervous system,-,astrocyte,astrocyte
Renal Proximal Tubular Epithelial Cell donor2,CT,-,-,epithelial cell of proximal tubule,epithelial cell of proximal tubule,proximal tubular epithelium,-,renal proximal tubule epithelial cell,renal proximal tubule epithelial cell
cervical-cancer_KDM5C,CT,-,cell line cell culturing,epithelial cell of cervix,cell,uterine cervix,feather,-,antenna
Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells,CT,-,-,mesenchymal stem cell of the bone marrow,cell,bone marrow,bone tissue,-,marrow
ILC1,CT,-,cell line cell culturing,group 1 innate lymphoid cell,ILC1,immune system,processual entity,-,-
Naive_Treg,CT,-,-,naive regulatory T cell,naive regulatory T cell,thymus,-,-,-
Lung cancer-derived Cell Lines,CT,-,-,epithelial cell of lung,cell,lung,lung,lung cancer cell line,lung
"CD8-positive, alpha-beta T cell",CT,-,-,"CD8-positive, alpha-beta T cell","CD8-positive, alpha-beta T cell",immune system,-,cytotoxic T-lymphocyte,cytotoxic T-lymphocyte
MPNST007_PRC2 WT,CT,-,immortal human T cell line cell,-,-,nerve,blastopore,malignant peripheral nerve sheath cancer cell,-
Excitatory_neur_cerebrum_6,CT,-,-,neuron,-,brain,cerebral hemisphere,-,telencephalon
Club-A,CT,-,cell line cell,club cell,primary cultured cell,lung,uterine cervix,-,intestinal cell line
fibroblast_of_pulmonary_artery,CT,-,-,fibroblast of pulmonary artery,fibroblast of pulmonary artery,pulmonary artery,pulmonary artery,fibroblast,fibroblast
GMP_BM1214,CT,-,-,granulocyte monocyte progenitor cell,granulocyte monocyte progenitor cell,bone marrow,-,-,-
Glioblastoma Cell Lines,CT,-,-,glial cell,cell,central nervous system,-,glioblastoma cell line,glioblastoma cell line
CD4_TH1_DMSO,CT,-,-,T-helper 1 cell,-,immune system,organ part,Th1 cell,-
Fibroblast - skin spinal muscular atrophy donor2,CT,-,fibroblast,skin fibroblast,-,skin epidermis,skin epidermis,skin fibroblast,skin
Neural Crest Cells,CT,-,-,neural crest cell,-,neural crest,neural crest,neural crest cell,
Endothelial Cells - Lymphatic donor1,CT,-,immortal motile cell line cell,endothelial cell of lymphatic vessel,endothelial cell of lymphatic vessel,lymphatic vessel,lung,lymphatic endothelial cell,inferior cervical ganglion
Stromal_placenta_4,CT,-,-,stromal cell,-,placenta,placenta,-,placenta
Syn_vil_cytoTrophobs_placenta_1,CT,-,-,stem cell,-,placenta,placenta,-,placenta
Fibrob_BCC,CT,-,ATCC cell line cell,fibroblast,egg cell,connective tissue,brain,fibroblast,zona fasciculata
induced pluripotent stem cell derived Neuronal progenitor cell,CT,-,progenitor cell,neural progenitor cell,-,nervous system,-,pluripotent stem cell,pluripotent stem cell
Endothelial Cells - Aortic donor3,CT,-,suspension cell line cell,aortic endothelial cell,B cell,aorta,skin epidermis,aortic endothelial cell,antenna
Th17-IL-10- Day 5,CT,-,immortal tissue-resident macrophage cell line cell,T-helper 17 cell,macrophage,immune system,material anatomical entity,Th17 cell,albedo
adult CD4+CD25hiCD127lo regulatory T cells,CT,-,adult,regulatory T cell,-,immune system,adult organism,-,-
thymocyte,CT,-,-,thymocyte,thymocyte,thymus,-,thymocyte,thymocyte
DIPGIV,CT,-,suspension cell line cell,glial cell,primary cultured cell,brain,organism substance,-,neutrophil
Pro-B,CT,-,immortal contractile cell line cell,pro-B cell,neuron associated cell (sensu Vertebrata),bone marrow,vas deferens,pro-B-lymphocyte,adenohypophysis
dermal_fibroblasts,CT,-,suspension with feeder cells cell line culturing,fibroblast of dermis,epithelial cell,dermis,renal system,dermal fibroblast,crop
Endothelial Cells - Umbilical vein donor3,CT,-,-,endothelial cell of umbilical vein,-,umbilical vein,umbilical vein,umbilical vein endothelial cell,umbilical vein
MM001_Primary_Melanoma,CT,-,ATCC cell line cell,melanocyte,obsolete cell by class,skin epidermis,trunk,-,culture condition:2-aminobenzenesulfonate-grown cell
GBM35,CT,GBM cell,adherent cell culture growth mode,glial cell,corneal endothelial cell,brain,material anatomical entity,-,zona reticulata
Myeloid_liver_3,CT,-,-,myeloid cell,-,liver,liver,myeloid cell line,liver
Inhib_neur_cerebrum_2,CT,-,-,neuron,-,brain,cerebral hemisphere,-,
fetal_prostate_fibroblasts,CT,-,-,fibroblast of connective tissue of prostate,-,connective tissue of prostate gland,connective tissue of prostate gland,-,prostate gland
Primary haematopoietic stem cells (HSCs),CT,-,cell line cell culturing,hematopoietic stem cell,cell,bone marrow,peripheral nervous system,hematopoietic stem cell,stem
EM CD4+ ab T (PB),CT,-,cell line cell culturing,"CD4-positive, alpha-beta T cell",cell,blood,processual entity,-,"tissues, cell types and enzyme sources"
Adrenocortical_adrenal_3,CT,-,-,cortical cell of adrenal gland,-,adrenal gland,adrenal gland,adrenocortical cell,adrenal gland
Myeloid_adrenal,CT,-,-,myeloid cell,-,adrenal gland,adrenal gland,myeloid cell line,adrenal gland
Endothelial Cells - Vein donor2,CT,-,-,vein endothelial cell,-,vein,vein,-,vein
