Label,Type,CLO_C,CLO_M,CL_C,CL_M,UBERON_C,UBERON_M,BTO_C,BTO_M
PFSK1_primitive_neuroectodermal_tumor,CL,CLO_0008425,CLO_0007325,CL_0000057,CL_0000000,UBERON_0000955,UBERON_0000010,-,BTO_0001177
HepG2 Hepatocellular Carcinoma Cell Line,CL,CLO_0003704,CLO_0007670,CL_0000182,CL_0000169,UBERON_0002107,UBERON_0002107,BTO_0000599,BTO_0001241
Crypt3,A,-,CLO_0051066,CL_0011108,CL_0002553,UBERON_0013485,UBERON_0001208,-,BTO_0001559
HN12,CL,-,CLO_0051859,CL_0000076,CL_0000001,UBERON_0001723,UBERON_0003882,BTO_0005040,BTO_0003086
Left_Ventricle,A,-,CLO_0007104,CL_0002494,CL_0000733,UBERON_0002084,UBERON_0002084,BTO_0001629,BTO_0000678
KBM7-derived near haploid cells,CL,-,CLO_0031345,CL_0000763,CL_0018050,UBERON_0000178,UBERON_0000479,BTO_0005775,BTO_0004069
Stromal_lung_3,CT,-,CLO_0000426,CL_0000499,CL_0000690,UBERON_0002048,UBERON_0002048,-,BTO_0001210
DLD1_WT,CL,CLO_0002785,CLO_0007767,CL_0011108,CL_0000000,UBERON_0001155,UBERON_0000000,BTO_0000391,BTO_0000013
thymus_2,A,-,CLO_0050673,CL_0002293,CL_0000860,UBERON_0002370,UBERON_0002370,BTO_0001374,BTO_0001370
HFF_foreskin_fibroblast_OHT_SHBPTF,CL,-,CLO_0003684,CL_1001608,CL_0000057,UBERON_0001332,UBERON_0000989,-,BTO_0000569
Matrix_Fibrob_2_B,CT,-,CLO_0002877,CL_0000057,CL_0000492,UBERON_0002384,UBERON_0002398,BTO_0000452,BTO_0004685
SET-2_insR_GSK-LSD1,CL,-,CLO_0050857,CL_0000553,CL_0000236,UBERON_0002371,UBERON_0001062,-,BTO_0001435
Primary hematopoietic stem cells,CT,-,CLO_0000955,CL_0000037,CL_0000037,UBERON_0002371,UBERON_0002048,BTO_0000725,BTO_0000488
Skeletal muscle cells differentiated into Myotubes - multinucleated donor1,CT,-,CLO_0000198,CL_0002372,CL_0000188,UBERON_0005090,UBERON_0001133,-,BTO_0001104
LOXIMVI,CL,-,CLO_0006052,CL_2000000,CL_0000000,UBERON_0001003,UBERON_0000000,-,BTO_0004916
tamoxifen_EC8,CT,-,CLO_0050081,CL_0002149,CL_0000000,UBERON_0001295,UBERON_0000000,-,BTO_0000114
Central_Memo_CD8_T,CT,-,CLO_0000501,CL_0000909,CL_0000908,UBERON_0002405,UBERON_0000029,-,BTO_0002654
SUM159PT-BT-474,CL,CLO_0009918,CLO_0002761,CL_0002327,CL_0000000,UBERON_0000310,UBERON_0000000,BTO_0004928,BTO_0001437
Matrix_Fibrob_1_G,CT,-,CLO_0002591,CL_0000057,CL_0000057,UBERON_0002384,UBERON_0001981,BTO_0000452,BTO_0001227
Duodenum_Smooth_Muscle,A,-,CLO_0002588,CL_1000276,CL_0000187,UBERON_0012488,UBERON_0006566,-,BTO_0001147
MCF7-Tet-On,CL,-,CLO_0009224,CL_0002327,CL_0000000,UBERON_0000310,UBERON_0000000,-,BTO_0000462
BT549,CL,CLO_0002044,CLO_0002597,CL_0002327,CL_0000000,UBERON_0000310,UBERON_0000000,BTO_0002548,BTO_0000252
Testis,A,-,CLO_0001307,-,CL_0000451,UBERON_0000473,UBERON_0000473,BTO_0001363,BTO_0000759
MT4H1,CL,-,CLO_0007229,CL_0000988,CL_0000000,UBERON_0000178,UBERON_0000000,-,BTO_0006719
cord blood derived cell line:COBL-a 24h infection(-C),CL,-,CLO_0000304,CL_0000988,CL_0000047,UBERON_0002331,UBERON_0001981,-,BTO_0000740
LNCaP_R1881 4h,CL,CLO_0007365,CLO_0002905,CL_0002231,CL_0000492,UBERON_0002367,UBERON_0002315,BTO_0001321,BTO_0001001
MM011_Primary_Melanoma,CT,-,CLO_0037291,CL_0000148,CL_0000164,UBERON_0001003,UBERON_0002032,-,BTO_0002106
H3122_LR,CL,CLO_0037033,CLO_0050467,CL_0000082,CL_0002371,UBERON_0002048,UBERON_0002367,-,BTO_0006038
SK-LMS-1_WT,CL,CLO_0009038,CLO_0052115,CL_0000192,CL_0000000,UBERON_0000995,UBERON_0000000,BTO_0002607,BTO_0004743
somite,A,-,None,-,CL_0000135,UBERON_0002329,UBERON_0002320,BTO_0001558,BTO_0004562
endometrial_stromal_cells,CT,-,CLO_0008948,CL_0002255,CL_0002578,UBERON_0001295,UBERON_0001261,BTO_0003697,BTO_0001290
Circle of Willis_60y,A,-,CLO_0000000,-,CL_0000000,UBERON_0003709,UBERON_0002040,-,BTO_0000000
MaMel,CL,-,CLO_0037300,CL_0000499,CL_0000743,UBERON_0001007,UBERON_0003105,-,BTO_0000717
Epithelial_intestine_2,CT,-,CLO:0002678,CL_0002563,CL:0000066,UBERON_0000160,UBERON:0004922,BTO_0005937,BTO:0002756
hASC_preadipocytes,CT,-,CLO_0002612,CL_0002334,CL_2010000,UBERON_0002384,UBERON_0000000,BTO_0001107,BTO_0000780
subcutaneous_adipose_tissue,A,-,CLO_0000000,CL_0000136,CL_0000138,UBERON_0002190,UBERON_0001442,BTO_0004042,BTO_0001400
keratinocytes_Mi2KD,CT,-,CLO_0000956,CL_0000312,CL_0000312,UBERON_0001003,UBERON_0001003,BTO_0000667,BTO_0000324
SNU638,CL,-,CLO_0007782,CL_0002659,CL_0000000,UBERON_0000945,UBERON_0000000,BTO_0003478,BTO_0002028
Memory_CD4_T_t,CT,-,CLO_0000238,CL_0000897,CL_0000904,UBERON_0002405,UBERON_0004175,-,BTO_0001769
H7 UTXKO,CL,-,CLO_0007083,CL_0002322,CL_0000182,-,UBERON_0000473,BTO_0006061,BTO_0002279
FiPSC,CT,-,CLO_0050849,CL_0002248,CL_0002326,-,UBERON_0000000,-,BTO_0000000
1953,-,-,CLO_0001953,CL_0000034,CL_0001953,UBERON_0000955,UBERON_0001953,-,BTO_0001953
DU145_prostate_carcinoma,CL,CLO_0002840,CLO_0007623,CL_0002231,CL_0002324,UBERON_0002367,UBERON_0002367,BTO_0001332,BTO_0004272
WT 9-12_control_vehicle,CL,-,CLO_0037307,CL_1000497,CL_0000146,UBERON_0002113,UBERON_0000468,-,BTO_0000843
epithelial_cell_of_proximal_tubule,CT,-,null,CL_0002306,CL_0000066,UBERON_0004134,UBERON_0001928,BTO_0006154,BTO_0002931
MCF10A_Nutlin3A,CL,CLO_0007599,CLO_0007871,CL_0002327,CL_0002327,UBERON_0000310,UBERON_0001062,BTO_0001939,BTO_0001461
CD14+ monocyte derived endothelial progenitor cells donor1,CT,-,CLO_0037294,CL_0001054,CL_0000890,UBERON_0000178,UBERON_0000473,BTO_0000876,BTO_0002662
Adrenal Gland,A,-,None,CL_0000150,CL_0000641,UBERON_0002369,UBERON_0002369,BTO_0000047,BTO_0000048
GLC16_DMSO,CL,-,CLO_0007971,CL_0000082,CL_0000169,UBERON_0002048,UBERON_0000468,-,BTO_0002767
A375 DMSO,CL,CLO_0001582,CLO_0002704,CL_2000000,CL_0000000,UBERON_0001003,UBERON_0000000,BTO_0002806,BTO_0000443
J4_Mantle cell lymphoma tissue_THZ1,CL,-,CLO:0007987,CL_0000236,CL:0000829,UBERON_0000178,UBERON:0000021,-,BTO:0005167
GIST-2_KIT e11,CL,-,CLO_0050856,CL_0002319,CL_0000000,UBERON_0001555,UBERON_0000000,-,BTO_0000000
Neuroblastoma_NB1,CL,-,CLO_0002426,CL_0000031,CL_0000000,UBERON_0001016,UBERON_0000000,BTO_0005103,BTO_0000202
SK-N-BE_2_-C,CL,CLO_0009053,CLO:0007633,CL_0000031,CL:0000000,UBERON_0001016,UBERON:0000000,BTO_0004782,BTO:0000218
H9_0Dox,CL,CLO_0003612,CLO_0008366,CL_0000084,CL_0002321,UBERON_0000178,UBERON_0003087,BTO_0001944,BTO_0003787
GBM32,CT,CLO_0003456,CLO_0003303,CL_0000125,CL_0000002,UBERON_0000955,UBERON_0001627,-,BTO_0006367
H1_Derived_Mesenchymal_Stem_Cells,CL,-,CLO_0032738,CL_0000134,CL_0000134,UBERON_0003104,UBERON_0002116,BTO_0003298,BTO_0000844
SVOG3e_cells_noDox_transduced with V5-FOXL2 C134W,CL,-,CLO_0007836,CL_0000501,CL_0000057,UBERON_0000992,UBERON_0002113,-,BTO_0003287
TE5,CL,CLO_0009287,CLO_0002490,CL_0000076,CL_0000000,UBERON_0001043,UBERON_0000000,-,BTO_0001302
Stromal_muscle_2,CT,-,CLO_0008031,CL_0000499,CL_0000187,UBERON_0005090,UBERON_0002367,-,BTO_0000116
BT474,CL,CLO_0002042,CLO_0001018,CL_0002327,CL_0000000,UBERON_0000310,UBERON_0000000,BTO_0001932,BTO_0000220
lncaparmo-ar-dht100nm,CL,CLO_0007365,CLO_0002481,CL_0002231,CL_0002328,UBERON_0002367,UBERON_0001981,BTO_0001321,BTO_0000742
Monocyte,CT,-,CLO_0000235,CL_0000576,CL_0000576,UBERON_0000178,UBERON_0001269,BTO_0000876,BTO_0000206
CD16_Mono,CT,-,CLO_0050763,CL_0002397,CL_2000001,UBERON_0000178,UBERON_0001392,BTO_0000876,BTO_0001409
KLM-1,CL,CLO_0050104,CLO_0003684,CL_0002079,CL_0000000,UBERON_0001264,UBERON_0000000,-,BTO_0002107
Treg,CT,-,CLO_0000905,CL_0000815,CL_0000815,UBERON_0002405,UBERON_0002298,BTO_0004520,BTO_0002019
Capillary_2_E,CT,-,CLO_0050848,CL_0002144,CL_0000359,UBERON_0001915,UBERON_0001981,BTO_0004956,BTO_0000561
OCI-LY19_diffuse_large_B-cell_lymphoma,CL,CLO_0037052,CLO_0007971,CL_0000236,CL_0000236,UBERON_0002371,UBERON_0002384,-,BTO_0003052
Astrocytes,CT,-,None,CL_0000127,CL_0000127,UBERON_0001017,UBERON_0000318,BTO_0000099,BTO_0000217
Duodenum Mucosa,A,-,CLO_0000499,CL_1001589,CL_0005011,UBERON_0000320,UBERON_0001156,BTO_0000367,BTO_0000495
GM12878 lymphoblastoid,CL,CLO_0022851,CLO_0007767,CL_0000236,CL_0000945,UBERON_0000178,UBERON_0000468,BTO_0006353,BTO_0001493
Transverse Colon,A,-, ,-,,UBERON_0001157,UBERON_0001159,BTO_0000272,BTO_0000594
MPAL2_T2_2,CT,-,CLO_0000375,CL_0000988,CL_0000787,UBERON_0000178,UBERON_0000066,-,BTO_0002090
THP1_1_high,CL,CLO_0009348,CLO_0000048,CL_0000576,CL_0000231,UBERON_0000178,UBERON_0002432,BTO_0001370,BTO_0000006
Vascular_endo_adrenal,CT,-,CLO_0050939,CL_0002139,CL_0000115,UBERON_0002369,UBERON_0002368,-,BTO_0000078
SF767,CL,-,CLO_0007648,CL_0000125,CL_NULL,UBERON_0000955,UBERON_NULL,BTO_0001557,BTO_0001168
AT1_A,CT,-,CLO_0050770,CL_0002062,CL_0002463,UBERON_0002299,UBERON_0000178,BTO_0000780,BTO_0001848
MCF-7_NS,CL,CLO_0007606,CLO_0002324,CL_0002327,CL_0000000,UBERON_0000310,UBERON_0000000,BTO_0000093,BTO_0000324
PBMC,CT,-,CLO_0000471,CL_2000001,CL_0000860,UBERON_0000178,UBERON_0010757,BTO_0001025,BTO_0000243
R3R4_erythroid_cells,-,-,CLO_0000182,CL_0000764,CL_0000711,UBERON_0000178,UBERON_0000178,-,BTO_0000457
hMADS-3,CT,-,CLO_0009588,CL_0000048,CL_0000182,UBERON_0001013,UBERON_0000468,-,BTO_0000706
HTBE_H1N1_18h,CT,-,CLO_0050848,CL_0002202,CL_0000236,UBERON_0007196,UBERON_0002048,-,BTO_0001460
brain adult pool1,A,-,CLO_0050851,CL_0002319,CL_0000101,UBERON_0000955,UBERON_0000955,BTO_0000142,BTO_0000759
NCI-H2107_p8-15,CL,CLO_0008051,CLO_0007791,CL_0000082,CL_0000000,UBERON_0002048,UBERON_0000000,-,BTO_0002242
kidney fetal pool1,A,-,CLO_0030004,CL_1000497,CL_0010023,UBERON_0002113,UBERON_0004535,BTO_0000671,BTO_0000678
leukophereses_p217,CT,-,CLO_0000027,CL_0000738,CL_0000081,UBERON_0000178,UBERON_0000178,BTO_0000751,BTO_0000759
MCF_7,CL,CLO_0007606,CLO_0001925,CL_0002327,CL_0000000,UBERON_0000310,UBERON_0000000,BTO_0000093,BTO_0000062
MV411_DMSO,CL,CLO_0007906,CLO_0034877,CL_0000235,CL_0000000,UBERON_0000178,UBERON_0000000,BTO_0006413,BTO_0002766
osteoclastoma cell line:Hs 706.T,CL,CLO_0004066,CLO_0007019,CL_0002092,CL_0000092,UBERON_0002371,UBERON_0004288,-,BTO_0000343
breast cancer FA,CT,-,CLO_0007782,CL_0002327,CL_0000182,UBERON_0000310,UBERON_0000310,-,BTO_0000185
clear cell carcinoma cell line:TEN,CL,CLO_0050884,CLO_0037305,CL_0002149,CL_0000000,UBERON_0001295,UBERON_0000000,-,BTO_0003845
NCI-H650,CL,CLO_0008101,CLO_0007804,CL_0000082,CL_0000000,UBERON_0002048,UBERON_0000000,BTO_0004079,BTO_0002765
neutrophil_VB,CT,-,CLO_0000028,CL_0000775,CL_0000775,UBERON_0000178,UBERON_0002399,BTO_0000130,BTO_0000785
LM7,CL,-,CLO_0002881,CL_0001035,CL_0000000,UBERON_0002481,UBERON_0000000,-,BTO_0000562
MIC,CL,-,CLO_0050665,CL_0001035,CL_0000362,UBERON_0002481,UBERON_0006376,-,BTO_0002011
Smooth Muscle Cells - Subclavian Artery donor2,CT,-,CLO_0050853,CL_0002595,CL_0000192,UBERON_0002111,UBERON_0001559,-,BTO_0001231
cholangiocellular carcinoma cell line:HuH-28,CL,CLO_0050855,CLO_0007647,CL_1000488,CL_0000000,UBERON_0002107,UBERON_0000000,-,BTO_0000686
CCRF-CEM_T_acute_lymphoblastic_leukemia,CL,CLO_0002334,CLO_0007487,CL_0000084,CL_0000765,UBERON_0000178,UBERON_0002352,BTO_0000736,BTO_0000199
squamous cell lung carcinoma cell line:EBC-1,CL,CLO_0050039,CLO_0009010,CL_0000076,CL_0002327,UBERON_0002048,UBERON_0002035,-,BTO_0003670
GM15850 LCLs (FRDA),CL,CLO_0027780,CLO_0003572,CL_0000945,CL_0000233,UBERON_0000178,UBERON_0000468,-,BTO_0002199
NHEK_siGRHL3,CT,-,CLO_0001873,CL_0000312,CL_0000031,UBERON_0001003,UBERON_0001003,BTO_0003182,BTO_0004093
RMS246_PAX3-NCOA1,CL,-,CLO_0007863,CL_0000737,CL_0000055,UBERON_0002036,UBERON_0000178,BTO_0001802,BTO_0002945
NT2-D1_embryonic_carcinoma,CL,CLO_0008207,CLO_0007819,CL_0002248,CL_0000282,UBERON_0000473,UBERON_0000922,BTO_0000946,BTO_0001321
AG04450_fibroblasts,CL,-,CLO_0001522,CL_0002553,CL_0000057,UBERON_0002048,UBERON_0006232,-,BTO_0000702
GBM12,CT,CLO_0003456,CLO_0000899,CL_0000125,CL_0000000,UBERON_0000955,UBERON_0000000,-,BTO_0000000
CD14+ monocytes - treated with lipopolysaccharide donor2,CT,-,CLO_0000519,CL_0001054,CL_0000860,UBERON_0000178,UBERON_0000178,BTO_0000876,BTO_0000565
GBM15,CT,CLO_0003456,CLO_0050734,CL_0000125,CL_0000000,UBERON_0000955,UBERON_0000000,-,BTO_0007035
germinal matrix,A,-,CLO_0000190,CL_0002319,CL_1001583,UBERON_0000955,UBERON_0008784,-,BTO_0005636
MOLM-13_sgSIK3e4,CL,CLO_0009848,CLO_0007168,CL_0000763,CL_0000000,UBERON_0000178,UBERON_0000000,BTO_0004175,BTO_0007029
GBM09,CT,CLO_0003456,CLO_0050936,CL_0000125,CL_0000000,UBERON_0000955,UBERON_0000000,-,BTO_0004770
PC3_GSK126,CL,CLO_0008395,CLO_0050093,CL_0002231,CL_0002321,UBERON_0002367,UBERON_0002384,BTO_0001061,BTO_0002781
heart_left_ventricle,A,-,None,CL_0002494,None,UBERON_0002084,UBERON_0002084,BTO_0001629,BTO_0001394
HCC1143_ductal_breast_carcinoma,CL,CLO_0003630,CLO_0006846,CL_0002327,CL_0002325,UBERON_0000310,UBERON_0000310,-,BTO_0000132
CD19_Primary,CT,-,CLO_0037302,CL_0001201,CL_0000905,UBERON_0000178,UBERON_0000178,BTO_0000776,BTO_0001069
SUIT2 WT,CL,CLO_0037114,CLO_0008000,CL_1001433,CL:0000003,UBERON_0000017,UBERON:0000468,BTO_0003493,BTO:0002137
HCC95_squamous_cell_lung_carcinoma,CL,-,CLO_0007686,CL_0000076,CL_0000069,UBERON_0002048,UBERON_0008953,-,BTO_0002094
CD19+ B Cells donor3,CT,-,CLO_0000603,CL_0001201,CL_0000236,UBERON_0000178,UBERON_0000178,BTO_0000776,BTO_0000162
leg_muscle,A,-,CLO_0000848,CL_0000737,CL_0000187,UBERON_0001383,UBERON_0001389,BTO_0000722,BTO_0000704
Thymus,A,-,CLO:0000495,CL_0002293,CL:0000492,UBERON_0002370,UBERON:0002370,BTO_0001374,BTO:0001394
Gastrointestinal stromal tumor,CT,-,CLO_0050849,CL_0002319,CL_0008019,UBERON_0001555,UBERON_0008572,BTO_0004111,BTO_0000613
Esophagus_Mucosa,A,-,CLO_0050947,CL_0002252,CL_0000194,UBERON_0002469,UBERON_0002469,BTO_0002859,BTO_0001489
LK-2,CL,CLO_0050064,CLO_0002303,CL_0000076,CL:0000057,UBERON_0002048,UBERON:0000000,-,BTO:0000303
TE7,CL,CLO_0009319,CLO_0003043,CL_0000076,CL_0000010,UBERON_0001043,UBERON_0002371,-,BTO_0003979
NCI-H1299,CL,CLO_0007986,CLO_0002833,CL_0000082,CL_0000000,UBERON_0002048,UBERON_0000000,BTO_0002552,BTO_0000723
patient-derived_pleaural_effusion,A,-,CLO_0037239,-,CL_0000000,UBERON_0000175,UBERON_0001144,-,BTO_0002042
Human Podocyte Cell Line AB8/13,CL,-,CLO_0008143,CL_0002518,CL_0000653,UBERON_0001230,UBERON_0002397,-,BTO_0000815
GIST-T1,CL,-,CLO_0002875,CL_0002319,CL_2000002,UBERON_0000945,UBERON_0002405,-,BTO_0003170
non-tamoxifen_EC2,CT,-,CLO_0050145,CL_0002149,CL_0000182,UBERON_0001295,UBERON_0001981,-,BTO_0000572
Fibroblast - Gingival donor1,CT,-,CLO_0003361,CL_0000057,CL_0000057,UBERON_0001828,UBERON_0001828,BTO_0004138,BTO_0000251
KMS-11_Plasma_cell_myeloma,CL,-,CLO_0002893,CL_0000786,CL_0000785,UBERON_0002371,UBERON_0000178,BTO_0003932,BTO_0001873
MC-IXC,CL,CLO_0007615,CLO_0009238,CL_0000057,CL_0000000,UBERON_0000955,UBERON_0000479,BTO_0005372,BTO_0000246
umbilical-cord-derived-mesenchymal-stem-cells_Control_cycle_0,CT,-,CLO_0007372,CL_0000134,CL_0000034,UBERON_0002331,UBERON_0002224,-,BTO_0001159
CLB-PE,CL,-,CLO_0002138,CL_0000031,CL:0000057,UBERON_0001016,UBERON:0001062,-,BTO:0000852
Fetal_Adrenal_Gland,A,-,CLO_0037247,CL_0000150,CL_0002683,UBERON_0002369,UBERON_0001252,BTO_0000047,BTO_0000943
mycosis fungoides T cell lymphoma cell line:HuT 102 TIB-162,CL,CLO_0004303,CLO_0009470,CL_0000084,CL_0002624,UBERON_0000178,UBERON_0002405,-,BTO_0003371
osteoblasts,CT,-,CLO_0006853,CL_0000062,CL_0000062,UBERON_0002481,UBERON_0006955,BTO_0001593,BTO_0000715
CD14_monocyte_PB,CT,-,CLO_0037001,CL_0001054,CL_0002053,UBERON_0000178,UBERON_0000178,BTO_0000876,BTO_0000142
BGO3_embryonic_stem_cells,CL,-,CLO_0001786,CL_0002322,CL_0002322,UBERON_0000922,UBERON_0000922,-,BTO_0001197
salivary acinar cells donor2,CT,-,CLO_0034117,CL_0002623,CL_0002011,UBERON_0001044,UBERON_0001911,-,BTO_0005235
HGPS fibroblast_LMNA_AG11498,CT,-,CLO_0001577,CL_0000057,CL_0000057,UBERON_0002384,UBERON_0001981,-,BTO_0002439
MCF7L-P_FOXA1-Dox,CL,-,CLO_0002899,CL_0002327,CL_0002324,UBERON_0000310,UBERON_0000113,-,BTO_0000225
Primary HSCs G-CSF-mobilized female,CT,-,CLO_0000061,CL_0000037,CL_0000037,UBERON_0002371,UBERON_0002376,-,BTO_0001500
COBL-a,CL,-,CLO_0007198,CL_0000988,CL_0000097,UBERON_0002331,UBERON_0000178,-,BTO_0005816
leukophereses_p456,CT,-,CLO_0000187,CL_0000738,CL_0000863,UBERON_0000178,UBERON_0013756,BTO_0000751,BTO_0001782
HCC95,CL,-,CLO_0003676,CL_0000076,CL_0000000,UBERON_0002048,UBERON_0000000,-,BTO_0004976
CiPSC,CT,-,CLO_0009231,CL_0002248,CL_0002319,-,UBERON_0007223,-,BTO_0000992
HCC1428,CL,CLO_0003637,CLO_0002393,CL_0002327,CL_0000000,UBERON_0000310,UBERON_0000000,-,BTO_0005040
MCF7_Invasive_ductal_breast_carcinoma_CHX_10UM,CL,CLO_0007606,CLO_0002771,CL_0002327,CL_0002148,UBERON_0000310,UBERON_0000310,BTO_0000093,BTO_0001247
peripheral neuroectodermal tumor cell line:KU-SN,CL,CLO_0050141,CLO_0007664,CL_0002319,CL_0008021,UBERON_0002481,UBERON_0001017,-,BTO_0005756
CD14+ monocytes - mock treated donor1,CT,-,CLO_0000066,CL_0001054,CL_0000860,UBERON_0000178,UBERON_0000178,BTO_0000876,BTO_0002038
neutrophil (CB),CT,-,CLO_0037311,CL_0000775,CL_0000775,UBERON_0000178,UBERON_0002397,BTO_0000130,BTO_0002814
Myoblast donor1,CT,-,CLO_0000185,CL_0000056,CL_0000056,UBERON_0005090,UBERON_0007520,BTO_0000222,BTO_0001062
HCC1599_WO,CL,CLO_0003641,CLO_0002362,CL_0002327,CL_0000000,UBERON_0000310,UBERON_0000000,-,BTO_0001197
Vascular_endo_eye,CT,-,CLO:0007761,CL_0002139,CL:0000008,UBERON_0000970,UBERON:0001750,-,BTO:0001082
GIST-10_PDGFRA e1,CL,-,CLO_0050768,CL_0002319,CL_0000350,UBERON_0001555,UBERON_0000000,-,BTO_0003660
GP5d_colon_adenocarcinoma_SIRAD21,CL,CLO_0003555,CLO_0051991,CL_0011108,CL_0000182,UBERON_0001155,UBERON_0001155,-,BTO_0000367
SK-MEL-147,CL,-,CLO_0002524,CL_0000148,CL_0000000,UBERON_0001003,UBERON_0000000,-,BTO_0002868
tibial_artery,A,-,CLO:N/A,-,CL:N/A,UBERON_0007610,UBERON:0002115,-,BTO:N/A
SHEP-21N_DOX_2h,CL,-,CLO_0002852,CL_0000031,CL_0000000,UBERON_0001016,UBERON_0000000,BTO_0004654,BTO_0002264
Lymphatic_endothelial_heart,CT,-,CLO_0034544,CL_0002138,CL_0002135,UBERON_0000310,UBERON_0001971,-,BTO_0001129
breast-cancer,CT,-,CLO_0008000,CL_0002327,CL_0002328,UBERON_0000310,UBERON_0000311,BTO_0000150,BTO_0000188
OECM1_oral_cavity_squamous_cell_carcinoma,CL,-,CLO_0050841,CL_0000076,CL_0002051,UBERON_0001828,UBERON_0003676,BTO_0003964,BTO_0003043
EW-3,CL,-,CLO_0002959,CL_0001035,CL_0000000,UBERON_0002481,UBERON_0000000,-,BTO_0002180
GM19240_B_cells_Lymphoblastoid_Cell_Lines,CL,CLO_0027143,CLO_0004549,CL_0000236,CL_0000236,UBERON_0000178,UBERON_0001457,-,BTO_0001884
IOE11,CL,-,CLO_0037160,CL_2000064,CL_0000031,UBERON_0000992,UBERON_0002037,-,BTO_0006257
LNCaP_prostate_carcinoma_SHFOXA1_PHFRPMIFCS,CL,CLO_0007365,CLO_0002446,CL_0002231,CL_0002323,UBERON_0002367,UBERON_0002367,BTO_0001321,BTO_0000550
MM1_S_plasma_cell_myeloma,CL,CLO_0037203,CLO_0003139,CL_0000945,CL_0000783,UBERON_0000178,UBERON_0000178,BTO_0003933,BTO_0002664
B-cell,CT,-,CLO_0000237,CL_0000236,CL_0000236,UBERON_0000178,UBERON_0001468,BTO_0000776,BTO_0000142
PF-382_childhood_T_acute_lymphoblastic_leukemia,CL,CLO_0008421,CLO_0000471,CL_0000084,CL_0000824,UBERON_0000178,UBERON_0002367,-,BTO_0000183
KK1_Adult_T_acute_lymphoblastic_leukemia,CL,-,CLO_0003689,CL_0000084,CL_0000451,UBERON_0000178,UBERON_0000178,-,BTO_0000335
H1-TRO,CL,-,CLO_0003368,CL_0000351,CL_0000182,UBERON_0000922,UBERON_0000468,BTO_0001079,BTO_0001040
SkeletalMuscle,A,-,CLO_0050847,CL_0000188,CL_0000737,UBERON_0001134,UBERON_0001134,BTO_0001103,BTO_0001108
Endothelial Cells (ECs),CT,-,CLO_0002614,CL_0000115,CL_0000115,UBERON_0001986,UBERON_0001980,BTO_0001176,BTO_0000036
H3.3K27M_JN29-BS3,-,-,CLO_0032024,-,CL_0000236,UBERON_0000955,UBERON_0000955,-,BTO_0001265
ES-UCSF4 Cells,CL,-,CLO_0009377,CL_0002322,CL_0002325,UBERON_0000922,UBERON_0000104,-,BTO_0001230
MLPS_T2,CT,-,CLO_0000002,CL_0000136,CL_0000127,UBERON_0001013,UBERON_0000473,-,BTO_0001159
myxofibrosarcoma cell line:MFH-ino,CL,CLO_0050084,CLO_0007748,-,CL_0000000,UBERON_0002384,UBERON_0000000,-,BTO_0005744
Foreskin Melanocyte Primary Cells skin03,CT,-,CLO_0002722,CL_2000045,CL_0000578,UBERON_0001332,UBERON_0000989,BTO_0005457,BTO_0000705
lncaparhi-ar-dht1nm,CL,CLO_0007365,CLO_0009229,CL_0002231,CL_0000019,UBERON_0002367,UBERON_0001981,BTO_0001321,BTO_0001163
Pancreatic cancer cells_THZ1,CT,-,CLO_0002966,CL_0000083,CL_0000182,UBERON_0001264,UBERON_0001264,BTO_0000584,BTO_0005170
MPAL2_T1_3,CT,-,CLO_0000104,CL_0000988,CL_0000001,UBERON_0000178,UBERON_0010414,-,BTO_0000157
BJ_fibroblasts,CL,CLO_0001980,CLO_0002517,CL_1001608,CL_0000057,UBERON_0001332,UBERON_0001981,BTO_0003807,BTO_0001100
MCF7L-P_E2_24h,CL,-,CLO_0001072,CL_0002327,CL_0002324,UBERON_0000310,UBERON_0006,-,BTO_0002277
Brain_Substantia_nigra,A,-,CLO_0050853,CL_0002614,CL_0000707,UBERON_0002038,UBERON_0002037,BTO_0000143,BTO_0000748
D341_6,CL,CLO_0002677,CLO_0036883,CL_0002319,CL_0000243,UBERON_0002037,UBERON_0000955,-,BTO_0005160
HepG2_Hepatocellular_Carcinoma,CL,CLO_0003704,CLO_0002028,CL_0000182,CL_0010001,UBERON_0002107,UBERON_0002107,BTO_0000599,BTO_0001045
gm18505,CL,CLO_0024913,CLO_0003705,CL_0000236,CL:null,UBERON_0000178,UBERON:null,-,BTO:null
M1_VB,CT,-,CLO_0001090,CL_0000235,CL_0000129,UBERON_0000178,UBERON_0008904,-,BTO_0005427
CD4+_CD25-_IL17-_PMA-Ionomycin_stimulated_MACS_purified_Th_Primary_Cells,CT,-,CLO_0037306,CL_0000492,CL_2000045,UBERON_0002405,UBERON_0000178,BTO_0001678,BTO_0001244
Raji_JQ1,CL,CLO_0008734,CLO_0002852,CL_0000236,CL_0000236,UBERON_0000178,UBERON_0001062,BTO_0001154,BTO_0000711
Ly-1,CL,-,CLO_0008856,CL_0000236,CL_0000899,UBERON_0000178,UBERON_0002471,-,BTO_0001284
IMR90_lung_fibroblasts_TNF,CL,CLO_0006951,CLO_0002575,CL_0002553,CL_0002547,UBERON_0002048,UBERON_0002048,BTO_0001229,BTO_0000333
primary-dermal-fibroblasts,CT,-,CLO_0002501,CL_0002620,CL_0000057,UBERON_0002067,UBERON_0002059,BTO_0004419,BTO_0001343
