Label,Type,CLO_C,CLO_M,CL_C,CL_M,UBERON_C,UBERON_M,BTO_C,BTO_M
Hs 769.T,CL,CLO_0004103,CLO_0003702,CL_1000296,CL_0000076,UBERON_0000057,UBERON_0001882,-,-
Chondrocyte - re diff donor3,CT,-,-,CL_0000138,CL_0000137,UBERON_0002418,UBERON_0002418,BTO_0000249,BTO_0000938
CD8+ T Cells donor2,CT,-,-,CL_0000625,CL_0000625,UBERON_0002405,UBERON_0002405,BTO_0000289,BTO_0000771
NCI-H446_no infection,CL,CLO_0008088,CLO_0008078,CL_0000082,CL_0000082,UBERON_0002048,UBERON_0002048,-,BTO_0001105
2489,-,-,-,-,-,UBERON_0000955,UBERON_0000992,-,-
MCF7L-P_0h,CL,-,-,CL_0002327,CL_0002327,UBERON_0000310,UBERON_0000310,-,BTO_0000093
parietal lobe fetal donor1,A,-,-,CL_0002319,CL_0002319,UBERON_0001872,UBERON_0001838,BTO_0001001,BTO_0000389
CD4_ab_T_Th,CT,-,-,CL_0000492,CL_0000492,UBERON_0002405,UBERON_0000178,BTO_0002417,BTO_0001578
Smooth Muscle Cells - Tracheal donor1,CT,-,-,CL_0019019,CL_0002591,UBERON_0003387,UBERON_0001358,BTO_0004403,-
SK-N-SH_neuroblastoma,CL,CLO_0009059,CLO_0009058,CL_0000031,CL_0000031,UBERON_0000955,UBERON_0000955,BTO_0001620,BTO_0001176
HCCLM3,CL,-,CLO_0037053,CL_0000182,CL_0000182,UBERON_0002107,UBERON_0002107,BTO_0004469,-
Gingival epithelial cells donor3 (GEA15),CT,-,-,CL_0002621,CL_0000068,UBERON_0001949,UBERON_0001013,-,BTO_0002788
U266B1,CL,CLO_0009458,-,CL_0000236,CL_0000786,UBERON_0000178,UBERON_0002371,-,BTO_0002737
OVCAR-3,CL,CLO_0008279,CLO_0007859,CL_0000066,CL_0000066,UBERON_0000992,UBERON_0000992,BTO_0000812,BTO_0001926
SW620,CL,CLO_0009221,"SW620:
- CLO: CLO_0009242
- CL: CL_0011108
- UBERON: UBERON_0001155
- BTO: BTO_0001338

['CLO_0009242",CL_0011108,CL_0011108,UBERON_0001155,UBERON_0001155,BTO_0000675,BTO_0001338
TC-32,CL,-,CLO_0037091,-,CL_0011108,UBERON_0002204,UBERON_0002367,BTO_0004227,-
SNU16,CL,CLO_0009095,CLO_0009252,CL_0002178,CL_0002178,UBERON_0000945,UBERON_0000945,BTO_0004987,BTO_0004879
GM06077,CL,CLO_0023602,CLO_0021739,CL_0000236,CL_0002319,UBERON_0000178,UBERON_0001003,-,BTO_0004398
OCI-LY10_diffuse_large_B-cell_lymphoma,CL,-,-,CL_0000236,CL_0000236,UBERON_0000029,UBERON_0000178,-,-
Astrocyte_Oligo_1,CT,-,-,CL_0000125,CL_0000127,UBERON_0000955,UBERON_0001011,-,BTO_0002576
hFOB_1_19_fetal_osteoblast,CL,CLO_0003737,-,CL_0000062,CL_0000056,UBERON_0002481,UBERON_0002481,BTO_0005224,BTO_0004300
primordial-germ-cell-like-cell,CT,-,-,CL_0000670,CL_0008048,UBERON_0000991,UBERON_0000477,-,-
H441,CL,CLO_0008087,CLO_0008017,CL_0000158,CL_0000082,UBERON_0002048,UBERON_0002048,BTO_0001910,BTO_0000950
AMIPS6,-,-,CLO_0008736,-,CL_0010008,-,UBERON_0002113,-,BTO_0003488
MO91,CL,-,-,CL_0000763,CL_0011108,UBERON_0000178,UBERON_0001155,BTO_0005491,-
T3M-3,CL,CLO_0050641,-,CL_0000351,CL_0011108,UBERON_0000088,UBERON_0001155,-,-
Excitatory_neur_cerebrum_7,CT,-,-,CL_0000540,CL_0000540,UBERON_0000955,UBERON_0000955,-,BTO_0000229
Stromal_intestine_3,CT,-,-,CL_0000499,CL_0000499,UBERON_0000160,UBERON_0000160,-,-
Synoviocyte donor2,CT,-,-,CL_0000214,CL_0002599,UBERON_0003668,UBERON_0002991,BTO_0003742,BTO_0006210
GM04648,CL,CLO_0018967,CLO_0026381,CL_0000236,CL_1001595,UBERON_0000178,UBERON_0000922,-,-
UACC-62,CL,-,-,CL_2000000,CL_0000148,UBERON_0001003,UBERON_0001003,BTO_0004152,BTO_0006052
heart adult diseased post-infarction donor1,A,-,-,CL_0002494,CL_0002494,UBERON_0000948,UBERON_0000948,-,-
S462_PRC2 mutant,CL,-,-,CL_0000218,CL_2000000,UBERON_0001016,UBERON_0001003,-,-
FL10,CL,-,-,CL_0000236,-,UBERON_0000029,UBERON_0000955,-,-
MOLM-13_empty vector,CL,CLO_0009848,CLO_0009840,CL_0000763,CL_0000763,UBERON_0000178,UBERON_0000178,BTO_0004175,BTO_0005784
iPS-15b Cells,CL,-,-,CL_0002248,CL_0002248,-,-,-,-
HMEC_human_mammary_epithelial_cells,CT,-,-,CL_0002327,CL_0002327,UBERON_0000310,UBERON_0000222,BTO_0004300,BTO_0004300
LNCaP_prostate_carcinoma_SHFOXA1_R1881,CL,CLO_0007365,"Here's the information for the label LNCaP_prostate_carcinoma_SHFOXA1_R1881:

- **CLO (Cell Line Ontology):** CLO_0007366
- **CL (Cell Type Ontology):** CL_0000013 (This refers to 'blood cell' which is not directly suitable. The most specific CL term would be for 'prostate carcinoma cell",CL_0002231,"which is often represented as CL_0002231)
- **UBERON (Anatomy Ontology):** UBERON_0002367 (This is more suited as it represents the 'prostate gland.')
- **BTO (Biological Tissue Ontology):** BTO_0001322

### Summary:
- **CLO:** CLO_0007366
- **CL:** CL_0000013 (Possibly intended CL_0002231 for 'prostate carcinoma cell')
- **UBERON:** UBERON_0002367
- **BTO:** BTO_0001322

Thus",UBERON_0002367,it can be concluded that the identifiers have been obtained,BTO_0001321,but with CL it is important to ensure the correct specificity related to the malignancy indicated.
T_cell_C,CT,-,-,CL_0000084,CL_0000084,UBERON_0000178,UBERON_0000178,BTO_0000782,BTO_0000794
V389,CL,-,-,CL_0011108,CL_0011108,UBERON_0001155,UBERON_0001155,-,-
LNCaP_prostate_carcinoma_DHT24H_SHFOXA1,CL,CLO_0007365,CLO_0002001,CL_0002231,CL_0002231,UBERON_0002367,UBERON_0002367,BTO_0001321,BTO_0001306
Day6 Plasmablast CD23- memory B cell,CT,-,-,CL_0000980,CL_0000905,UBERON_0002405,URU_0000011,-,BTO_0000891
Pre_B_healthy,CT,-,-,CL_0000817,CL_0001205,UBERON_0002371,UBERON_0000178,BTO_0001133,-
HL-60_CTRL,CL,CLO_0003775,CLO_0003763,CL_0000763,CL_0001054,UBERON_0000178,UBERON_0000178,BTO_0000738,BTO_0000634
GIST882_Gastrointestinal_stromal_tumor,CL,-,-,CL_0002319,CL_0002319,UBERON_0001555,UBERON_0001669,-,BTO_0002579
Ciliated_cells_C,CT,-,-,CL_0000064,CL_0002343,UBERON_0002048,UBERON_0009477,-,-
Myeloid_heart,CT,-,-,CL_0000763,CL_0000763,UBERON_0000948,UBERON_0000948,BTO_0000906,BTO_0000733
CTR shCtrl,-,-,-,-,-,UBERON_0001134,-,-,-
left ventricle_LV1558,A,-,-,CL_0002494,CL_0002494,UBERON_0002084,UBERON_0002084,BTO_0001629,BTO_0001629
breast_tumour_metastasis,CT,-,-,-,CL_0002327,UBERON_0000310,UBERON_0000310,BTO_0000150,-
T (PB),CL,-,-,CL_0000084,CL_0000084,UBERON_0000178,UBERON_0000178,BTO_0000782,BTO_0000782
SKMEL30,CL,CLO_0009045,CLO_0009023,CL_0000148,CL_0000148,UBERON_0001003,UBERON_0001033,BTO_0002133,BTO_0001715
RL_WT_gRNA1,CL,CLO_0008828,CLO_0009258,CL_0000236,CL_0000236,UBERON_0000178,UBERON_0000178,BTO_0003230,BTO_0005328
SGBS_adipocyte,CT,-,-,CL_0000136,CL_0000136,UBERON_0001013,UBERON_0001013,-,-
HUES64 derived CD184+ endoderm,CT,-,-,CL_0000223,CL_0000223,UBERON_0000925,-,-,-
mesothelioma cell line:ACC-MESO-1,CL,CLO_0050082,-,CL_0002078,CL_0000084,UBERON_0000977,UBERON_0002048,BTO_0005907,BTO_0005385
Matrix_Fibrob_2_F,CT,-,-,CL_0000057,CL_0000057,UBERON_0002384,UBERON_0002384,BTO_0000452,BTO_0000452
RH18,CL,-,-,CL_0002598,CL_0000066,UBERON_0004895,UBERON_0005090,BTO_0005380,-
GM06990,CL,CLO_0036556,-,CL_0000236,CL_0000138,UBERON_0000178,UBERON_0000178,-,-
NB4,CL,CLO_0007947,-,CL_0000763,CL_0000764,UBERON_0000178,UBERON_0000178,BTO_0002136,BTO_0004248
GP5d_colon_adenocarcinoma,CL,CLO_0003555,-,CL_0011108,CL_0011108,UBERON_0001155,UBERON_0001155,-,-
migratory langerhans cells donor1,CT,-,-,CL_0000453,CL_0000623,UBERON_0000006,UBERON_0001003,BTO_0000705,BTO_0000197
kidney-cortex,A,-,-,CL_1000497,CL_1000497,UBERON_0001225,UBERON_0002113,BTO_0001166,BTO_0001355
GM13977_female_B-cells,CL,CLO_0033829,CLO_0021576,CL_0000236,CL_0000236,UBERON_0000178,UBERON_0000178,-,-
lower_leg_skin,CT,-,-,CL_0000066,CL_0000150,UBERON_0004264,UBERON_0001003,-,BTO_0001456
M0-91_acute_myeloid_leukemia_27A_100UM,CL,-,-,CL_0000763,CL_0000945,UBERON_0000178,UBERON_0000178,BTO_0005491,-
GBM34,CT,CLO_0003456,CLO_0003456,CL_0000125,CL_0000125,UBERON_0000955,UBERON_0000955,-,-
SUM149,CL,CLO_0009917,CLO_0037135,CL_0002327,CL_0002327,UBERON_0000310,UBERON_0000310,BTO_0005475,-
H82,CL,CLO_0008118,CLO_0008111,CL_0000082,CL_1000497,UBERON_0002048,UBERON_0002048,BTO_0003026,-
AsPC1 WT,CL,CLO_0001756,CLO_0002115,CL_0000083,CL_0002072,UBERON_0001264,UBERON_0001264,BTO_0001864,BTO_0001963
iPS DF 6.9 cells,CL,CLO_0037308,CLO_0037328,CL_0002248,CL_0002248,-,-,-,-
NHEK-epidermal keratinocyte,CT,-,-,CL_0000312,CL_0000312,UBERON_0001003,UBERON_0001003,BTO_0003182,BTO_0000601
CRC_myeloid_1,CT,-,-,CL_0000763,CL_0000057,UBERON_0000178,UBERON_0000178,BTO_0000906,-
ES-I3 cells,CL,-,-,CL_0002322,CL_0002322,UBERON_0000922,UBERON_0000922,-,-
KYAE1,CL,-,-,CL_0002252,-,UBERON_0001043,UBERON_0000994,-,-
left_ventricle,A,-,-,CL_0002494,CL_0002494,UBERON_0002084,UBERON_0002084,BTO_0001629,BTO_0001708
Foreskin Fibroblast Primary Cells skin02,CT,-,-,CL_1001608,CL_1001608,UBERON_0001332,UBERON_0001332,BTO_0002245,BTO_0001617
Lymphoid_intestine_0,CT,-,-,CL_0000542,CL_0000542,UBERON_0000160,UBERON_0000160,-,-
HeLa_2_high,CL,CLO_0003684,"HeLa_2_high

['CLO_0003693",CL_0002535,CL_0002535,UBERON_0000002,UBERON_0000002,BTO_0000567,BTO_0000567
Th17-IL-10+ Day 0,CT,-,-,CL_0000899,CL_0000817,UBERON_0002405,UBERON_0002405,BTO_0005655,BTO_0005933
CD34,CT,-,-,CL_0000037,CL_0000039,UBERON_0002371,UBERON_0002371,BTO_0000725,BTO_0000725
GM09237,CL,CLO_0012037,-,CL_0000236,CL_0000236,UBERON_0000178,UBERON_0000178,-,-
Thymic_epithelial_thymus,CT,-,-,CL_0002293,CL_0000656,UBERON_0002370,UBERON_0002370,-,BTO_0001303
Lateral temporal lobe_6T_AD,A,-,-,CL_0002319,CL_0002319,UBERON_0001871,UBERON_0001871,BTO_0001355,BTO_0001385
Whole blood (ribopure) donor090612 donation1,A,-,-,CL_0000988,CL_0000988,UBERON_0000178,UBERON_0000178,-,BTO_0000008
RT242,CL,-,-,-,CL_0000542,UBERON_0002113,UBERON_0002384,-,-
BI_Adipose_Nuclei,CT,-,-,CL_0000136,CL_0000136,UBERON_0001013,UBERON_0001013,-,BTO_0001394
NMFH-1,CL,CLO_0050023,-,CL_0000057,CL_0002004,UBERON_0001465,UBERON_0000995,-,-
Primary T cells from cord blood,CT,-,-,CL_0000084,CL_0000084,UBERON_0012168,UBERON_0010354,-,BTO_0000772
testis adult pool2,A,-,-,-,CL_0000016,UBERON_0000473,UBERON_0000473,BTO_0001363,BTO_0000729
CD14-positive-monocyte,CT,-,-,CL_0001054,CL_0001054,UBERON_0000178,UBERON_0000178,BTO_0000876,BTO_0000876
Pancreas_Unknown.1_pancreas,A,-,-,-,CL_0002079,UBERON_0001264,UBERON_0001264,BTO_0000988,BTO_0000676
effector memory CD4+ alpha-beta T cell,CT,-,-,CL_0000905,CL_0000901,UBERON_0002405,UBERON_0002370,-,-
INR1G9,-,-,-,-,-,-,-,-,-
embryonic heart_CS22,A,-,-,-,CL_0002494,UBERON_0000948,UBERON_0000948,-,-
Mesothelial_intestine,CT,-,-,CL_0000077,CL_0002623,UBERON_0000160,UBERON_0000312,-,BTO_0000599
psoas muscle,A,-,-,CL_0000737,CL_0000737,UBERON_0008450,UBERON_0008450,BTO_0001140,BTO_0001152
SNU484,CL,-,CLO_0003728,CL_0002659,CL_0002178,UBERON_0000945,UBERON_0002107,BTO_0003479,-
MCF10CA1a_breast_metastatic_epithelial_cells,CL,CLO_0007599,CLO_0003954,CL_0002327,CL_0002327,UBERON_0000310,UBERON_0000310,-,-
CD14+ monocytes - treated with Cryptococcus donor3,CT,-,-,CL_0001054,CL_0010008,UBERON_0000178,UBERON_0000178,BTO_0000876,BTO_0000876
kelly_DMSO_3h,CL,CLO_0007091,CLO_0007095,CL_0000031,CL_0000031,UBERON_0000955,UBERON_0000955,BTO_0006213,BTO_0006211
gastric adenocarcinoma cell line:MKN45,CL,CLO_0037142,CLO_0050850,CL_0002659,CL_0002079,UBERON_0000945,UBERON_0000945,BTO_0002381,BTO_0002829
BT20,CL,-,CLO_0003739,CL_0002327,CL_0002327,UBERON_0000310,UBERON_0000310,BTO_0001466,BTO_0001551
Primary T cells from?peripheral?blood,CT,-,-,CL_0000084,CL_0000084,UBERON_0000178,UBERON_0000178,-,BTO_0000767
primaryhepatocyte-gw4064,CT,-,-,CL_0000182,CL_0000182,UBERON_0002107,UBERON_0002107,BTO_0000575,BTO_0000572
surface_ectoderm_cells,CT,-,-,CL_0000114,CL_0002324,UBERON_0000924,-,-,-
RPE1-anaphase/telophase,CT,-,CLO_0037211,CL_0002586,CL_0000037,UBERON_0000966,UBERON_0000994,BTO_0004910,BTO_0000197
Plasma_B_BCC,CT,-,-,CL_0000786,CL_0000786,UBERON_0002405,UBERON_0002405,BTO_0000392,BTO_0000662
testicular germ cell embryonal carcinoma cell line:NEC14,CL,CLO_0051392,-,CL_0000015,CL_0000015,UBERON_0000473,UBERON_0000472,-,-
SU-DHL-4,CL,CLO_0037061,-,CL_0000236,CL_0000236,UBERON_0000178,UBERON_0000178,BTO_0006462,-
Hair Follicle Dermal Papilla Cells donor1,CT,-,-,CL_0000346,CL_1001298,UBERON_0002073,UBERON_0001949,BTO_0005569,-
PrEC,CL,-,-,CL_0002231,CL_0002231,UBERON_0002367,UBERON_0002367,BTO_0005301,BTO_0004909
IMR-90,CL,CLO_0006951,CLO_0006951,CL_0002553,CL_0000556,UBERON_0002048,UBERON_0002048,BTO_0001229,BTO_0001379
endometrioid_adenocarcinoma,CT,-,-,CL_0002149,CL_0002656,UBERON_0001295,UBERON_0001264,BTO_0000658,BTO_0004808
diffuse large B-cell lymphoma cell line:CTB-1,CL,CLO_0050077,-,CL_0000236,CL_0000236,UBERON_0000178,UBERON_0000178,-,-
bipolar_spindle_neuron,CT,-,-,CL_0000103,CL_0002563,UBERON_0001016,UBERON_0001017,-,-
NCI0075,CL,-,-,-,CL_0000542,UBERON_0001134,UBERON_0000178,-,BTO_0001265
226LDM_normal_breast_luminal_cells,CL,-,-,CL_0002326,CL_0002327,UBERON_0000310,UBERON_0001832,-,-
SW620_colon_adenocarcinoma,CL,CLO_0009221,CLO_0009255,CL_0011108,CL_0011108,UBERON_0001155,UBERON_0001155,BTO_0000675,BTO_0001758
Epidermal-Stem-Cells_shCTRL,CT,-,-,CL_1000428,CL_0000727,UBERON_0001003,UBERON_0001003,BTO_0005098,BTO_0001004
Schwann_heart,CT,-,-,CL_0002573,CL_0002581,UBERON_0000948,UBERON_0000948,BTO_0001220,-
Nucleus Pulposus Cell donor1,CT,-,-,CL_0000138,CL_0000735,UBERON_0002242,UBERON_0002242,BTO_0005498,-
KOPN-8,CL,CLO_0037178,-,CL_0000236,CL_0002319,UBERON_0000178,-,-,-
OACM5.1,CL,-,-,CL_0002252,CL_0002178,UBERON_0001043,UBERON_0001043,-,-
neural-cell,CT,-,-,CL_0002319,CL_0002319,UBERON_0001016,UBERON_0001016,-,BTO_0002941
Placental Epithelial Cells donor1,CT,-,-,CL_0002577,CL_0002566,UBERON_0001987,UBERON_0008954,-,-
foreskin_keratinocyte,CT,-,-,CL_1001606,CL_1001606,UBERON_0001332,UBERON_0001332,BTO_0005481,BTO_0004729
CD8_H9RET,CT,-,-,CL_0000625,CL_0000625,UBERON_0002405,UBERON_0002405,BTO_0000289,BTO_0000882
NCI-H378_p8-15,CL,CLO_0008086,CLO_0008128,CL_0000082,CL_0000082,UBERON_0002048,UBERON_0002048,-,BTO_0005321
Neutrophils donor1,CT,-,-,CL_0000775,CL_0000775,UBERON_0000178,UBERON_0000178,BTO_0000130,BTO_0000130
SW872_TAZ_CAMTA1,CL,CLO_0009201,CLO_0009191,CL_0000136,CL_2000054,UBERON_0002384,UBERON_0002384,BTO_0003743,BTO_0002674
adenocarcinoma cell line:IM95m,CL,-,CLO_0051983,CL_0002178,CL_1001537,UBERON_0000945,UBERON_0001003,-,-
CD8_ab_T_CB,CT,-,-,CL_0000625,CL_0000084,UBERON_0000178,UBERON_0000178,BTO_0000289,BTO_0000363
Megakaryo_liver,CT,-,-,CL_0000556,CL_0011020,UBERON_0002107,UBERON_0002107,-,-
CMP CD4+_3,CT,-,-,CL_0000084,CL_0000084,UBERON_0000178,UBERON_0000178,-,BTO_0002881
Placenta_Amnion,A,-,-,-,CL_0000148,UBERON_0001987,UBERON_0001987,-,-
BJ,CL,CLO_0001980,-,CL_1001608,CL_0000057,UBERON_0001332,UBERON_0001332,BTO_0003807,BTO_0004419
RL95-2,CL,CLO_0008830,-,CL_0002149,CL_0002149,UBERON_0001295,UBERON_0001295,BTO_0004491,-
Human Embryonic Kidney Cell,CT,-,CLO_0007373,CL_1000497,CL_1000428,UBERON_0000922,UBERON_0002113,BTO_0002733,BTO_0000781
umbilical cord Fibroblast,CT,-,-,CL_0000057,CL_0000057,UBERON_0002331,UBER_0002041,-,BTO_0004423
BA40,A,-,CLO_0027254,CL_0002319,CL_0002535,UBERON_0013573,UBERON_0000178,-,-
mesothelioma cell line:Mero-84,CL,-,CLO_0051629,CL_0000077,CL_0000076,UBERON_0002048,UBERON_0010559,-,-
gm19240,CL,CLO_0027143,CLO_0037093,CL_0000236,CL_0000236,UBERON_0000178,UBERON_0000178,-,-
CD4+CD25+CD45RA- memory regulatory T cells donor3,CT,-,-,CL_0002678,CL_0002726,UBERON_0002405,UBERON_0002405,-,-
signet ring carcinoma cell line:NUGC-4,CL,CLO_0050789,CLO_0050111,CL_0002178,CL_0002178,UBERON_0000945,UBERON_0000945,BTO_0005917,BTO_0002174
Stomach Smooth Muscle,A,-,-,CL_0000192,CL_0002596,UBERON_0004222,UBERON_0004728,BTO_0001818,BTO_0001724
Skeletal Muscle Myoblast,CT,-,-,CL_0000056,CL_0000056,UBERON_0001134,UBERON_0001134,-,BTO_0000847
iPS_19.11,CL,CLO_0037308,-,CL_0002248,CL_0002248,-,-,-,-
A549_dexamethasone_12h,CL,CLO_0001601,CLO_0001601,CL_0000082,CL_0000082,UBERON_0002048,UBERON_0002048,BTO_0000018,BTO_0000018
Adrenocortical_adrenal_8,CT,-,-,CL_0002097,CL_0002150,UBERON_0002369,UBERON_0002384,BTO_0005817,BTO_0001507
NPC_1,CT,-,-,CL_0011020,CL_0011020,UBERON_0001016,UBERON_0001016,-,-
NPC_2,CT,-,-,CL_0011020,CL_0017004,UBERON_0001016,UBERON_0001016,-,-
anaplastic large cell lymphoma cell line:Ki-JK,CL,-,-,CL_0000542,CL_0000542,UBERON_0000178,UBERON_0000178,-,-
H1 Derived Mesenchymal Stem Cells,CL,-,-,CL_0000134,CL_0000049,UBERON_0003104,UBERON_0001013,BTO_0003298,-
H1 Derived Neuronal Progenitor Cultured Cells,CL,-,-,CL_0011020,CL_0011020,UBERON_0000922,UBERON_0001016,-,-
Molt4,CL,CLO_0007825,CLO_0007825,CL_0000084,CL_0000084,UBERON_0000178,UBERON_0000178,BTO_0000873,BTO_0001055
epithelial,CT,-,-,CL_0000066,CL_0000066,UBERON_0000483,UBERON_0000178,BTO_0000414,BTO_0000667
squamous cell carcinoma cell line:T3M-5,CL,-,-,CL_0000076,-,UBERON_0002046,-,-,-
SVOG3e_cells_Dox_12h_transduced with V5-FOXL2 C134W,CL,-,-,CL_0000501,CL_0000285,UBERON_0000992,UBERON_0000992,-,-
CRC_myeloid_2,CT,-,-,CL_0000763,CL_0011020,UBERON_0000178,UBERON_0002371,BTO_0000906,-
RPTEC,CT,-,-,CL_0002306,CL_1000712,UBERON_0004134,UBERON_0002113,BTO_0006154,BTO_0004936
CMP_BMP,CT,-,-,CL_0000049,CL_0000167,UBERON_0002371,UBERON_0002371,BTO_0004730,-
leiomyoma cell line:10964C,CL,-,CLO_0009270,CL_0000192,CL_0000488,UBERON_0000995,UBERON_0001264,-,BTO_0004552
NG108-15,-,-,CLO_0009903,-,CL_0000314,-,UBERON_0001016,-,BTO_0000909
BE2C_DMSO,CL,-,CLO_0007989,CL_0000031,CL_0000031,UBERON_0000955,UBERON_0001016,BTO_0004782,-
MDA-MB-231-Erbeta_E2_TNFa,CL,CLO_0007634,CLO_0007634,CL_0002327,CL_0002327,UBERON_0000310,UBERON_0000310,BTO_0000815,BTO_0000815
DHL-9,CL,-,-,CL_0000236,CL_0000236,UBERON_0000178,UBERON_0000178,BTO_0001617,-
ZR_75_1,CL,-,CLO_000925_,CL_0002327,CL_0002327,UBERON_0000310,UBERON_0000310,BTO_0003136,-
U2OS_osteosarcoma_SHRCTR,CL,CLO_0009454,CLO_0009454,CL_0001035,CL_0001035,UBERON_0002481,UBERON_0002481,BTO_0001938,BTO_0001938
foreskin-keratinocyte-calcium2.5day,CT,-,-,CL_1001606,CL_0000719,UBERON_0001332,UBERON_0001332,BTO_0005481,BTO_0004716
adrenal gland 54y,A,-,-,CL_0000150,CL_0000168,UBERON_0002369,UBERON_0002369,BTO_0000047,BTO_0000730
ESC,CT,-,-,CL_0002322,CL_0002322,UBERON_0000922,UBERON_0000922,BTO_0001086,-
Stromal_muscle,CT,-,-,CL_0000499,CL_0000059,UBERON_0005090,UBERON_0005090,-,-
NCI-H1963,CL,CLO_0008034,CLO_0008064,CL_0000082,CL_0000082,UBERON_0002048,UBERON_0002048,BTO_0005976,-
BIN-67_SMARCA4.T910M,CL,-,CLO_0028539,-,CL_2000000,UBERON_0000992,UBERON_0001003,-,-
JR1 shCtrl,CL,-,-,-,CL_2000034,UBERON_0005090,UBERON_0002358,-,-
EndoC-BH1_human_pancreatic_beta_cell_line,CL,-,-,CL_0000169,CL_0000817,UBERON_0001264,UBERON_0001216,-,-
Burkitt's lymphoma cell line:RAJI,CL,CLO_0008734,CLO_0008123,CL_0000236,CL_0000236,UBERON_0000178,UBERON_0000178,BTO_0001154,BTO_0001156
retinoblastoma cell line:Y79,CL,CLO_0009709,CLO_0008370,-,CL_0009004,UBERON_0000966,UBERON_0000970,-,BTO_0001608
Colo205,CL,CLO_0002544,CLO_0001385,CL_0011108,CL_0011108,UBERON_0001155,UBERON_0001155,BTO_0000179,BTO_0000034
left ventricle_DCM_LV1262,A,-,-,CL_0002494,CL_0002494,UBERON_0002084,UBERON_0002084,BTO_0001629,BTO_0001629
Uterus,A,-,-,CL_0002149,CL_0002656,UBERON_0000995,UBERON_0000995,BTO_0001424,BTO_0001078
left ventricle_LV1215,A,-,-,CL_0002494,CL_0002494,UBERON_0002084,UBERON_0002084,BTO_0001629,BTO_0001629
Stromal_stomach,CT,-,-,CL_0000499,CL_0000499,UBERON_0000945,UBERON_0000945,-,-
ONE58,CL,-,CLO_0050731,CL_1000491,CL_0000236,UBERON_0000977,UBERON_0000178,-,-
mammary_epithelial_cells,CT,-,-,CL_0002327,CL_0002327,UBERON_0000310,UBERON_0000310,BTO_0004300,BTO_0000764
M0_VB,CT,-,-,CL_0000235,CL_0000235,UBERON_0000178,UBERON_0000178,-,BTO_0000784
HASM2_Human_airway_smooth_muscle_2,CL,-,-,CL_0000192,CL_0002576,UBERON_0004225,UBERON_0005888,-,BTO_0000851
A549_0h_sciCAR,CL,CLO_0001601,CLO_0001601,CL_0000082,CL_0000082,UBERON_0002048,UBERON_0002048,BTO_0000018,BTO_0000018
JEG-3,CL,CLO_0007017,-,CL_0000066,CL_0009004,UBERON_0001987,UBERON_0000923,BTO_0002269,BTO_0002634
KM12SM,CL,-,-,CL_0011108,CL_0011108,UBERON_0001155,UBERON_0001155,-,BTO_0006359
786-O_empty_vector,CL,CLO_0001486,CLO_0001236,CL_1000497,CL_1000497,UBERON_0002113,UBERON_0002113,-,BTO_0001448
acute myeloid leukemia (FAB M7) cell line:M-MOK,CL,CLO_0051548,CLO_0050043,CL_0000553,CL_0000576,UBERON_0002371,UBERON_0002371,-,BTO_0001904
TC-797,CL,-,-,CL_0000076,-,UBERON_0002370,-,-,-
U-937 DE-4,CL,CLO_0050122,CLO_0009464,CL_0000576,CL_12350,UBERON_0000178,UBERON_0002371,BTO_0001412,BTO_0001322
T3M4 wt,CL,CLO_0050113,CLO_0009213,CL_0000083,CL_0002077,UBERON_0001264,UBERON_0001264,BTO_0002864,BTO_0005749
Myeloid_placenta,CT,-,-,CL_0000763,CL_0000763,UBERON_0001987,UBERON_0001987,BTO_0000906,BTO_0000925
MCF7_FASR,CL,CLO_0007606,CLO_0007606,CL_0002327,CL_0002327,UBERON_0000310,UBERON_0000310,BTO_0000093,BTO_0000093
Monocyte_1,CT,-,-,CL_0000576,CL_0000576,UBERON_0000178,UBERON_0000178,BTO_0000876,BTO_00012
GMP1low_LS_BM1137,CT,-,-,CL_0000557,CL_0002073,UBERON_0002371,UBERON_0002371,-,BTO_0004788
CLB-GA-control,CL,-,-,CL_0000031,-,UBERON_0001016,UBERON_0000992,-,-
adult_dermal_fibroblasts,CT,-,-,CL_0002551,CL_0010008,UBERON_0002067,UBERON_0002067,BTO_0004419,BTO_0001597
DUCaP_prostate_carcinoma,CL,-,CLO_0050544,CL_0002231,CL_0002231,UBERON_0002367,UBERON_0002367,-,-
CD8donorC,CT,-,-,CL_0000625,CL_0000625,UBERON_0002405,UBERON_0002405,BTO_0000289,BTO_0000930
Inhibitory_neur_cerebrum_0,CT,-,-,CL_0000540,CL_0000540,UBERON_0000955,UBERON_0000955,-,-
MPAL2_T1_2,CT,-,-,CL_0000988,CL_0000988,UBERON_0000178,UBERON_0000178,-,-
submaxillary gland adult,A,-,-,CL_0000151,CL_1001725,UBERON_0001736,UBERON_0001599,BTO_0001316,BTO_0005802
medulla oblongata adult pool1,A,-,-,CL_0002319,CL_0002319,UBERON_0001896,UBERON_0001852,BTO_0000041,BTO_0000597
left ventricle_DCM_LV1072,A,-,-,CL_0002494,CL_0002494,UBERON_0002084,UBERON_0002084,BTO_0001629,BTO_0001629
lung adenocarcinoma cell line:PC-14,CL,CLO_0008394,-,CL_0000082,CL_0000082,UBERON_0002048,UBERON_0002048,BTO_0002877,BTO_0003427
Mast cell donor4,CT,-,-,CL_0000097,CL_0000746,UBERON_0002405,UBERON_0002405,BTO_0000830,BTO_0001747
