Label,Type,CLO_C,CLO_M,CL_C,CL_M,UBERON_C,UBERON_M,BTO_C,BTO_M
Fetal_small_intestine,A,-,CLO_0000012,CL_0002254,CL_0000125,UBERON_0002108,UBERON_0002048,BTO_0000651,BTO:0000190
EPC_VB,CT,-,CLO_0000012,CL_0002619,CL_0000000,UBERON_0002371,UBERON:0000010,BTO_0004093,BTO:0000001
MCF7_Invasive_ductal_breast_carcinoma,CL,CLO_0007606,CLO_0000052,CL_0002327,CL:0000003,UBERON_0000310,UBERON_0001000,BTO_0000093,BTO:0000364
UMUC1_sonic_pSIN-puro_EV,CT,-,CLO_0000001,CL_1001319,CL_0000001,UBERON_0001255,UBERON:0001000,BTO_0006457,obo:BTO_0001577
HEK,CL,-,CLO_0000001,CL_1000497,CL_0000006,UBERON_0002113,UBERON_0002404,BTO_0002733,BTO:0000177
TC32,CL,-,CLO_0001701,-,CL:0000001,UBERON_0002204,-,BTO_0004227,BTO:0000320
CD4+ ab T,CT,-,CLO_0000024,CL_0000624,CL:0000232,UBERON_0002405,UBERON_0001003,-,BTO_0000234
GM20000_B-cells,CL,CLO_0028368,CLO_0000036,CL_0000236,CL:0000010,UBERON_0000178,UBERON:0001000,-,BTO:0000000
iPSC,CL,CLO_0037307,CLO_0000001,CL_0002248,CL:0000003,-,UBERON_0010310,-,BTO_0001522
ASC,CT,-,CLO_0000010,CL_0000136,CL_0000010,UBERON_0001013,UBERON:0000010,BTO_0000443,BTO:0002697
acute myeloid leukemia (FAB M2) cell line:NKM-1,CL,CLO_0009850,CLO_0000001,CL_0000763,CL_0000001,UBERON_0000178,UBERON:0001005,-,BTO:0000012
A549_dexamethasone_8h,CL,CLO_0001601,CLO_0000001,CL_0000082,CL_0000001,UBERON_0002048,UBERON_0002102,BTO_0000018,BTO_0002589
Fetal Muscle Trunk,A,-,CLO_0000012,CL_0000187,CL_0000151,UBERON_0001774,UBERON_0001000,-,BTO_0000200
MSC_VB,CT,-,CLO_0037244,CL_0000134,CL:0000001,UBERON_0000178,UBERON_0002396,BTO_0003298,obo:BTO_0002424
tamoxifen_EC11,CT,-,CLO_0000001,CL_0002149,CL_0000001,UBERON_0001295,UBERON_0002392,-,BTO:0001428
SET-2_WT_GSK-LSD1,CL,-,obo:CLO_0000178,CL_0000553,CL:0000001,UBERON_0002371,UBERON:0001000,-,BTO:0006038
hNPCs_R1159Q/+,CT,-,CLO_0000012,CL_0000138,CL_0000001,UBERON_0002242,UBERON:0002102,BTO_0005498,BTO:0005498
adrenal cortex adenocarcinoma cell line:SW-13,CL,CLO_0009209,CLO_0000001,CL_1001601,CL_0000001,UBERON_0009753,UBERON_0002044,-,BTO:0000508
KYSE-70,CL,CLO_0007137,CLO_0000001,CL_0000076,CL_0000001,UBERON_0001043,-,-,BTO:0000000
NCI-H441,CL,CLO_0008087,CLO_0000000,CL_0000158,CL_0000001,UBERON_0002048,-,BTO_0001910,BTO:0001075
UCSD_Aorta,A,-,CLO_0000054,-,CL_0000120,UBERON_0000947,UBERON_0002048,BTO_0000135,BTO:0000335
Ciliated_cells_D,CT,-,CLO_0000001,CL_0000064,CL_0000123,UBERON_0002048,UBERON_0000054,-,BTO_0000368
BEAS-2B,CL,-,CLO_0000001,CL_0002328,CL:0000001,UBERON_0002185,UBERON:0001234,-,obo:BTO_0001262
EX_cerebrum_3,CT,-,CLO_0000031,CL_0000540,CL:0000120,UBERON_0000955,UBERON_0002102,-,BTO:0002155
Corneal Epithelial Cells donor1,CT,-,CLO_0000077,CL_0000575,CL_0000066,UBERON_0000964,UBERON_0002048,BTO_0004298,BTO:0000070
Lateral temporal lobe_15T_Young,A,-,CLO_0000056,CL_0002319,CL:0000064,UBERON_0001871,UBERON:0002045,BTO_0001355,BTO_0000245
Stomach_Mucosa,A,-,CLO_0000024,CL_0002180,CL_0000068,UBERON_0001199,UBERON_0002045,-,BTO:0000186
SNF02.2_PRC2 WT,CL,-,CLO_0000001,CL_0002573,CL:0000001,UBERON_0000010,UBERON:0002104,-,BTO_0000123
TTC1240_SMARCB1_delCC,CL,-,CLO_0000001,CL_1000497,CL:0000001,UBERON_0002113,UBERON:0000063,-,BTO_0000123
Stromal_lung_5,CT,-,CLO_0000001,CL_0000499,CL_0000120,UBERON_0002048,UBERON_0002044,-,BTO:0000778
P493,CL,-,CLO_0000000,CL_0000236,CL_0000001,UBERON_0000178,-,BTO_0003291,BTO_0000379
Primary T CD8+ memory cells from peripheral blood,CT,-,CLO_0000001,CL_0000909,CL:0000004,UBERON_0000178,UBERON_0002387,-,BTO_0000345
226LDM,CL,-,CLO_0000012,CL_0002326,CL_0000000,UBERON_0000310,UBERON:0000010,-,BTO:0002619
NK_cells_F,CT,-,CLO_0000032,CL_0000623,CL:0000232,UBERON_0002405,UBERON_0001003,BTO_0000914,BTO_0000914
HCT116_IFN-beta_1h,CL,CLO_0003665,CLO_0000053,CL_0011108,CL_0000001,UBERON_0001155,UBERON_0001000,BTO_0001109,BTO:0003261
H54,CL,-,CLO_0000012,CL_0000125,CL_0000012,UBERON_0000955,UBERON:00009554,-,BTO:0004430
aorta adult pool1,A,-,CLO_0000033,-,CL:0000122,UBERON_0000947,UBERON_0002046,BTO_0000135,BTO:0000185
CD4+ cells_CTCL1145,CT,-,CLO_0000012,CL_0000492,CL:0000627,UBERON_0002405,UBERON_0001000,BTO_0002417,BTO_0000135
Monocytes-CD14+_RO01746,CT,-,CLO_0000043,CL_0001054,CL:0000243,UBERON_0000178,UBERON:0000022,-,BTO:0000262
Stromal_lung_1,CT,-,CLO_0000021,CL_0000499,CL_0000001,UBERON_0002048,UBERON_0002040,-,BTO:0000224
David_TC71,CL,CLO_0009879,CLO_0000001,CL_0001035,CL_0000001,UBERON_0002481,UBERON_0001002,BTO_0002604,BTO:0002777
BA10,A,-,CLO_0000001,CL_0002319,CL_0000001,UBERON_0000955,UBERON:0000010,-,obo:BTO_0001120
NK_cells_J,CT,-,CLO_0000050,CL_0000623,CL:0000235,UBERON_0002405,UBERON_0001000,BTO_0000914,BTO_0000123
CD4_CD25-_T-cells,CL,-,CLO_0000027,CL_0000084,CL_0000237,UBERON_0000178,UBERON_0002396,-,BTO_0000244
H3.3K27M-KO_BT245-C4P6,-,-,obo:CLO_0000178,-,CL_0000001,UBERON_0000955,UBERON:0001000,-,BTO:0006197
GM10248,CL,CLO_0029222,CLO_0000000,CL_0000236,CL_0000001,UBERON_0000178,UBERON:0000000,-,obo:BTO_0001262
lymphocyte,CT,-,CLO_0000001,CL_0000542,CL:0000549,UBERON_0000178,UBERON_0000022,BTO_0000775,BTO:0000112
CD4+ T Cells donor2,CT,-,CLO_0000032,CL_0000492,CL:0000543,UBERON_0002405,UBERON_0000062,BTO_0002417,BTO_0000163
WSU-DLCL2,CL,CLO_0037068,CLO_0000012,CL_0000236,CL_0000001,UBERON_0000178,UBERON:0000000,-,BTO:0003710
A-498,CL,-,CLO_0000001,CL_1000497,CL_0000010,UBERON_0002113,UBERON:000498,-,BTO_0000302
Ramos,CL,CLO_0008738,CLO_0000052,CL_0000236,CL_0000001,UBERON_0000178,UBERON_0000018,BTO_0003079,-
SK-N-DZ,CL,CLO_0009054,CLO_0000022,CL_0000031,CL_0000001,UBERON_0000955,UBERON_0003127,BTO_0004217,BTO_00004231
hereditary spherocytic anemia cell line:WIL2-NS,CL,CLO_0009604,CLO_0000048,CL_0000945,CL_0000001,UBERON_0002106,UBERON_0000987,-,BTO:0000001
Erythrob_adrenal,CT,-,CLO_0000001,CL_0000765,CL_0000152,UBERON_0002369,UBERON_0002101,BTO_0001571,BTO:0000049
K562_myelogenous_leukemia_NABUT,CL,CLO_0007059,CLO_0000032,CL_0000763,CL_0000003,UBERON_0002371,UBERON:0001015,BTO_0000664,BTO_0000050
Calu-1,CL,CLO_0002191,CLO:0000001,CL_0000076,CL:0000001,UBERON_0002048,UBERON:0000010,BTO_0002940,BTO_0000123
A139_ER-_PR-_HER2-_breast_cancer_cells,CL,-,CLO_0015895,CL_0002327,CL:0002325,UBERON_0000310,UBERON_0001002,-,BTO:0000224
DLD,CL,CLO_0002785,CLO_0000001,CL_0011108,CL_0000001,UBERON_0001155,UBERON:0000010,BTO_0000391,BTO:0004977
HUES64_derived_CD184+,CT,-,CLO_0000001,CL_0000223,CL:0000232,UBERON_0000925,UBERON:0000010,-,obo:BTO_0004883
Jurkat_E6_1_T-cells,CL,CLO_0007043,CLO_0000024,CL_0000084,CL:0000812,UBERON_0000178,UBERON_0000058,BTO_0000661,BTO_0000123
GSC,CT,-,CLO_0000012,CL_0000047,CL:0000014,UBERON_0001017,UBERON:0000001,BTO_0006001,BTO:0006001
HSC_liver,CT,-,CLO_0000123,CL_0000037,CL_0000066,UBERON_0002107,UBERON_0002102,BTO_0000725,BTO_0000437
NCI-H69_p8-15,CL,CLO_0008105,CLO_0000000,CL_0000082,CL:0000000,UBERON_0002048,-,BTO_0003022,obo:BTO_0001522
Im-GCT-4072_G34W-repair_WT_A4,CT,-,CLO_0000012,-,CL_0000000,UBERON_0002481,UBERON:0000468,-,obo:BTO_0003804
mesothelioma cell line:Mero-48a,CL,-,CLO_0000001,CL_0000077,CL_0000234,UBERON_0002048,UBERON_0001009,-,BTO:00000123
Kidney_Unknown.14_kidney,A,-,CLO_0000069,CL_1000497,CL_0000120,UBERON_0002113,UBERON_0002113,BTO_0000671,BTO_0000064
GM-6114,CL,CLO_0023641,CLO_0000001,CL_0002553,CL:0000001,UBERON_0002048,UBERON:0006114,-,BTO:0005029
non-tamoxifen_EC5,CT,-,CLO_0000001,CL_0002149,CL_0000001,UBERON_0001295,UBERON:0001010,-,BTO:0001428
Tfh_BCC,CT,-,CLO_0000001,CL_0002038,CL:0000001,UBERON_0000029,UBERON:0000001,-,BTO:0003738
Fetal_Spinal_Cord,A,-,CLO_0000053,-,CL_0000120,UBERON_0002240,UBERON_0002040,BTO_0001279,BTO:0000256
Hepatocyte donor2,CT,-,CLO_0000033,CL_0000182,CL_0000006,UBERON_0002107,UBERON_0000970,BTO_0000575,BTO:0000441
Urothelial Cells donor1,CT,-,CLO_0000050,CL_0000731,CL:0000123,UBERON_0001255,UBERON_0002395,BTO_0005781,BTO:0000272
WA01_H1_human_embryonic_stem_cells_EMB,CL,-,CLO_0000015,CL_0002322,CL_0000001,UBERON_0000922,UBERON:0001002,BTO_0006060,BTO_0000239
MRC-5_MRC5_1DPT,CL,CLO_0007865,CLO_0000001,CL_0002553,CL_0000001,UBERON_0002048,UBERON_0000953,BTO_0001590,BTO:0006534
Mallassez-derived cells donor3,CT,-,CLO_0000032,CL_0002166,CL_0000143,UBERON_0008266,UBERON_0006106,-,BTO_0000001
Syn_vil_cytoTrophobs_placenta_0,CT,-,CLO_0000070,CL_0000034,CL:0000613,UBERON_0001987,UBERON:0001016,-,BTO:0000053
CRC107_colorectal_cancer_metastatic_stem_cells,CL,-,CLO_0000031,CL_0000034,CL:0000003,UBERON_0001155,UBERON_0002367,-,BTO:0000123
KG-1,CL,CLO_0007093,CLO_0000001,CL_0000235,CL_0000123,UBERON_0002371,UBERON_0000010,BTO_0000670,BTO:0005076
KYSE150,CL,CLO_0007129,CLO_0000001,CL_0000076,CL_0000001,UBERON_0001043,UBERON_0006888,BTO_0002427,BTO:0001575
parietal lobe adult donor10252,A,-,CLO_0000054,CL_0002319,CL_0000123,UBERON_0001872,UBERON_0002010,BTO_0001001,BTO_0005302
BJEL,CL,-,CLO_0000001,CL_1001608,CL_0000123,UBERON_0001332,UBERON_0001234,-,BTO:0006568
Brain Hippocampus Middle 150,A,-,CLO_0000021,CL_0002319,CL:0000125,UBERON_0002421,UBERON_0000955,BTO_0000601,BTO_0000201
AGS_gastric_adenocarcinoma,CL,CLO_0001686,CLO_0000123,CL_0002178,CL_0000068,UBERON_0000945,UBERON_0002045,BTO_0001007,BTO:0000450
PFSK1_primitive_neuroectodermal_tumor,CL,CLO_0008425,CLO_0000031,CL_0000057,CL:2000025,UBERON_0000955,UBERON_0001000,-,BTO:0000123
HepG2 Hepatocellular Carcinoma Cell Line,CL,CLO_0003704,CLO_0000012,CL_0000182,CL_0000011,UBERON_0002107,UBERON_0001013,BTO_0000599,BTO:0000001
Crypt3,A,-,CLO_0008449,CL_0011108,CL_0000000,UBERON_0013485,UBERON:0000012,-,obo:BTO_0001368
HN12,CL,-,CLO_0000001,CL_0000076,CL_0000001,UBERON_0001723,UBERON:0000012,BTO_0005040,BTO:0005040
Left_Ventricle,A,-,CLO_0000123,CL_0002494,CL:0000124,UBERON_0002084,UBERON_0002048,BTO_0001629,BTO_0001629
KBM7-derived near haploid cells,CL,-,CLO_0000085,CL_0000763,CL_0000001,UBERON_0000178,UBERON_0005745,BTO_0005775,BTO_0000377
Stromal_lung_3,CT,-,CLO_0000020,CL_0000499,CL_0000001,UBERON_0002048,UBERON_0002043,-,BTO:0000258
DLD1_WT,CL,CLO_0002785,CLO_0000001,CL_0011108,CL_0000099,UBERON_0001155,UBERON_0001000,BTO_0000391,BTO:0000673
thymus_2,A,-,CLO_0000042,CL_0002293,CL_0000120,UBERON_0002370,UBERON_0002047,BTO_0001374,BTO:0000250
HFF_foreskin_fibroblast_OHT_SHBPTF,CL,-,CLO_0000057,CL_1001608,CL_0000001,UBERON_0001332,UBERON_0002043,-,BTO:0000538
Matrix_Fibrob_2_B,CT,-,CLO_0000020,CL_0000057,CL_0000123,UBERON_0002384,UBERON_0002393,BTO_0000452,BTO:0001622
SET-2_insR_GSK-LSD1,CL,-,-,CL_0000553,CL_0000000,UBERON_0002371,UBERON:0001465,-,BTO:0006038
Primary hematopoietic stem cells,CT,-,CLO_0000066,CL_0000037,CL_0000234,UBERON_0002371,UBERON_0001002,BTO_0000725,BTO:0000404
Skeletal muscle cells differentiated into Myotubes - multinucleated donor1,CT,-,CLO_0000057,CL_0002372,CL_0000122,UBERON_0005090,UBERON_0001005,-,BTO:0000134
LOXIMVI,CL,-,CLO_0000001,CL_2000000,CL_0000057,UBERON_0001003,UBERON_0001234,-,BTO_0001234
tamoxifen_EC8,CT,-,CLO_0000001,CL_0002149,CL_0000001,UBERON_0001295,UBERON_0000014,-,BTO:0001428
Central_Memo_CD8_T,CT,-,CLO_0000034,CL_0000909,CL:0000104,UBERON_0002405,UBERON:0000913,-,BTO:0003036
SUM159PT-BT-474,CL,CLO_0009918,CLO_0000001,CL_0002327,CL_0000001,UBERON_0000310,UBERON:0000010,BTO_0004928,BTO:0001550
Matrix_Fibrob_1_G,CT,-,CLO:0000001,CL_0000057,CL_0000001,UBERON_0002384,UBERON_0001001,BTO_0000452,BTO:0000460
Duodenum_Smooth_Muscle,A,-,CLO_0000042,CL_1000276,CL_0000245,UBERON_0012488,UBERON_0001121,-,BTO:0000297
MCF7-Tet-On,CL,-,CLO_0001046,CL_0002327,CL_0000001,UBERON_0000310,UBERON_0000023,-,BTO:0000262
BT549,CL,CLO_0002044,CLO_0000010,CL_0002327,CL_0000001,UBERON_0000310,-,BTO_0002548,BTO:0005422
Testis,A,-,CLO_0000001,-,CL_0000057,UBERON_0000473,UBERON:0002010,BTO_0001363,BTO:0000115
MT4H1,CL,-,CLO_0000001,CL_0000988,CL_0000001,UBERON_0000178,UBERON_0000010,-,BTO:0005309
cord blood derived cell line:COBL-a 24h infection(-C),CL,-,-,CL_0000988,CL_0000002,UBERON_0002331,UBERON_0001000,-,BTO:0000012
LNCaP_R1881 4h,CL,CLO_0007365,obo:CLO_0000178,CL_0002231,CL_0000001,UBERON_0002367,UBERON_0002048,BTO_0001321,BTO:0005221
MM011_Primary_Melanoma,CT,-,CLO_0000021,CL_0000148,CL_0000123,UBERON_0001003,UBERON:0000025,-,BTO:0000123
H3122_LR,CL,CLO_0037033,CLO_0000012,CL_0000082,CL:0000000,UBERON_0002048,UBERON:0001000,-,BTO_0000123
SK-LMS-1_WT,CL,CLO_0009038,CLO_0000012,CL_0000192,CL_0000001,UBERON_0000995,UBERON:0001010,BTO_0002607,obo:BTO_0001614
somite,A,-,CLO_0000001,-,CL_0000182,UBERON_0002329,UBERON_0002018,BTO_0001558,BTO:0000025
endometrial_stromal_cells,CT,-,CLO_0000053,CL_0002255,CL:0000233,UBERON_0001295,UBERON_0002042,BTO_0003697,BTO:0000249
Circle of Willis_60y,A,-,CLO_0000034,-,CL_0000123,UBERON_0003709,UBERON_0001234,-,BTO:0000010
MaMel,CL,-,CLO_0000001,CL_0000499,CL:0000001,UBERON_0001007,UBERON:0000001,-,BTO:0000305
Epithelial_intestine_2,CT,-,CLO_0000052,CL_0002563,CL_0000183,UBERON_0000160,UBERON_0002047,BTO_0005937,BTO_0000210
hASC_preadipocytes,CT,-,CLO_0000012,CL_0002334,CL_0000001,UBERON_0002384,UBERON_0007030,BTO_0001107,BTO:0000272
subcutaneous_adipose_tissue,A,-,CLO_0000020,CL_0000136,CL_0000218,UBERON_0002190,UBERON_0002049,BTO_0004042,BTO:0000115
keratinocytes_Mi2KD,CT,-,CLO_0000002,CL_0000312,CL_0000231,UBERON_0001003,UBERON_0002040,BTO_0000667,BTO:0000188
SNU638,CL,-,CLO_0000001,CL_0002659,CL:0000001,UBERON_0000945,UBERON:0007117,BTO_0003478,BTO:0001761
Memory_CD4_T_t,CT,-,CLO_0000053,CL_0000897,CL:0000001,UBERON_0002405,UBERON_0001000,-,BTO:0000001
H7 UTXKO,CL,-,CLO_0004090,CL_0002322,CL_0000123,-,UBERON_0007779,BTO_0006061,BTO:0006097
FiPSC,CT,-,CLO_0000001,CL_0002248,CL_0000001,-,UBERON:0000000,-,BTO:0000012
1953,-,-,CLO_0001953,CL_0000034,CL_0000000,UBERON_0000955,UBERON:0001953,-,BTO_0001953
DU145_prostate_carcinoma,CL,CLO_0002840,CLO_0000054,CL_0002231,CL_0000066,UBERON_0002367,UBERON_0002106,BTO_0001332,BTO:0000340
WT 9-12_control_vehicle,CL,-,CLO_0020186,CL_1000497,CL_0000000,UBERON_0002113,-,-,BTO_0000254
epithelial_cell_of_proximal_tubule,CT,-,CLO_0000023,CL_0002306,CL_0000236,UBERON_0004134,UBERON_0002135,BTO_0006154,BTO:0000123
MCF10A_Nutlin3A,CL,CLO_0007599,CLO_0000001,CL_0002327,CL_0000001,UBERON_0000310,UBERON_0002106,BTO_0001939,BTO:0005127
CD14+ monocyte derived endothelial progenitor cells donor1,CT,-,CLO_0000057,CL_0001054,CL_0000001,UBERON_0000178,UBERON_0006470,BTO_0000876,BTO_0000185
Adrenal Gland,A,-,CLO_0000001,CL_0000150,CL_0000120,UBERON_0002369,UBERON_0001004,BTO_0000047,BTO:0000341
GLC16_DMSO,CL,-,obo:CLO_0000178,CL_0000082,CL_0000001,UBERON_0002048,UBERON:0002368,-,BTO_0001614
A375 DMSO,CL,CLO_0001582,CLO_0000012,CL_2000000,CL_0000001,UBERON_0001003,UBERON:0001011,BTO_0002806,obo:BTO_0001262
J4_Mantle cell lymphoma tissue_THZ1,CL,-,CLO_0000074,CL_0000236,CL_0000001,UBERON_0000178,UBERON:0002108,-,BTO:0000302
GIST-2_KIT e11,CL,-,CLO_0000012,CL_0002319,CL_0000123,UBERON_0001555,UBERON_0001010,-,BTO_0000137
Neuroblastoma_NB1,CL,-,CLO_0000024,CL_0000031,CL_0000066,UBERON_0001016,UBERON_0000044,BTO_0005103,BTO:0000076
SK-N-BE_2_-C,CL,CLO_0009053,CLO_0000056,CL_0000031,CL:0000005,UBERON_0001016,UBERON:0000070,BTO_0004782,BTO_0000010
H9_0Dox,CL,CLO_0003612,CLO_0000001,CL_0000084,CL:0000000,UBERON_0000178,UBERON_0000010,BTO_0001944,obo:BTO_0001494
GBM32,CT,CLO_0003456,CLO_0012521,CL_0000125,CL_0000001,UBERON_0000955,UBERON_0000010,-,BTO:0005220
H1_Derived_Mesenchymal_Stem_Cells,CL,-,CLO_0000012,CL_0000134,CL:0000120,UBERON_0003104,UBERON_0006112,BTO_0003298,BTO_0000405
SVOG3e_cells_noDox_transduced with V5-FOXL2 C134W,CL,-,-,CL_0000501,CL_0000001,UBERON_0000992,-,-,BTO_0000345
TE5,CL,CLO_0009287,CLO_0000001,CL_0000076,CL_0000001,UBERON_0001043,UBERON_0001000,-,BTO_0000010
Stromal_muscle_2,CT,-,CLO_0000034,CL_0000499,CL:0000042,UBERON_0005090,UBERON:0001000,-,BTO:0000345
BT474,CL,CLO_0002042,CLO_0000032,CL_0002327,CL_0000001,UBERON_0000310,-,BTO_0001932,BTO:0002474
lncaparmo-ar-dht100nm,CL,CLO_0007365,CLO_0000123,CL_0002231,CL_0000001,UBERON_0002367,UBERON:0000000,BTO_0001321,BTO:0005046
Monocyte,CT,-,CLO_0000001,CL_0000576,CL:0000235,UBERON_0000178,UBERON_0000021,BTO_0000876,BTO_0000270
CD16_Mono,CT,-,CLO_0000012,CL_0002397,CL:0000233,UBERON_0000178,UBERON_0001000,BTO_0000876,BTO:0000270
KLM-1,CL,CLO_0050104,CLO_0000001,CL_0002079,CL_0000001,UBERON_0001264,UBERON_0005289,-,BTO:0005144
Treg,CT,-,CLO_0000083,CL_0000815,CL_0000865,UBERON_0002405,UBERON_0000023,BTO_0004520,BTO_0000356
Capillary_2_E,CT,-,CLO_0000032,CL_0002144,CL_0000120,UBERON_0001915,UBERON_0002105,BTO_0004956,BTO:0000012
OCI-LY19_diffuse_large_B-cell_lymphoma,CL,CLO_0037052,CLO_0000025,CL_0000236,CL:0000234,UBERON_0002371,UBERON:0007120,-,BTO:0000567
Astrocytes,CT,-,CLO_0000051,CL_0000127,CL_0000123,UBERON_0001017,UBERON_00000249,BTO_0000099,BTO:0000037
Duodenum Mucosa,A,-,CLO_0000023,CL_1001589,CL_0000373,UBERON_0000320,UBERON_0002048,BTO_0000367,BTO:0000255
GM12878 lymphoblastoid,CL,CLO_0022851,CLO_0019129,CL_0000236,CL_0000007,UBERON_0000178,UBERON_0000956,BTO_0006353,BTO:0000367
Transverse Colon,A,-,CLO_0000023,-,CL_0000062,UBERON_0001157,UBERON_0002045,BTO_0000272,BTO:0000367
MPAL2_T2_2,CT,-,CLO_0000001,CL_0000988,CL_0000000,UBERON_0000178,UBERON:0000100,-,obo:BTO_0001614
THP1_1_high,CL,CLO_0009348,CLO_0000000,CL_0000576,CL:0000001,UBERON_0000178,UBERON_0002391,BTO_0001370,BTO:0000402
Vascular_endo_adrenal,CT,-,CLO_0000055,CL_0002139,CL_0000123,UBERON_0002369,UBERON_0000983,-,BTO:0001853
SF767,CL,-,CLO_0000000,CL_0000125,CL:0000001,UBERON_0000955,UBERON_000767,BTO_0001557,obo:BTO_0001577
AT1_A,CT,-,CLO_0000010,CL_0002062,CL:0000001,UBERON_0002299,UBERON_0002558,BTO_0000780,BTO_0001487
MCF-7_NS,CL,CLO_0007606,CLO_0000001,CL_0002327,CL_0000002,UBERON_0000310,UBERON_0000104,BTO_0000093,obo:BTO_0001368
PBMC,CT,-,CLO_0009239,CL_2000001,CL:0000001,UBERON_0000178,UBERON_0000012,BTO_0001025,BTO:0002252
R3R4_erythroid_cells,-,-,CLO_0000174,CL_0000764,CL:0000235,UBERON_0000178,UBERON:0000172,-,BTO_0000425
hMADS-3,CT,-,CLO_0000001,CL_0000048,CL_0000181,UBERON_0001013,UBERON_0000019,-,obo:BTO_0005375
HTBE_H1N1_18h,CT,-,CLO_0000000,CL_0002202,CL_0000001,UBERON_0007196,UBERON:0000001,-,obo:BTO_0001614
brain adult pool1,A,-,CLO_0000020,CL_0002319,CL:0000120,UBERON_0000955,UBERON_0000955,BTO_0000142,BTO_0000123
NCI-H2107_p8-15,CL,CLO_0008051,CLO_0000000,CL_0000082,CL_0000001,UBERON_0002048,UBERON_0002100,-,obo:BTO_0001615
kidney fetal pool1,A,-,CLO_0000001,CL_1000497,CL_0000123,UBERON_0002113,UBERON_0002105,BTO_0000671,BTO:0000025
leukophereses_p217,CT,-,CLO_0000001,CL_0000738,CL_0000010,UBERON_0000178,UBERON_0001000,BTO_0000751,BTO:0000596
MCF_7,CL,CLO_0007606,CLO_0000074,CL_0002327,CL_0000001,UBERON_0000310,UBERON_0001000,BTO_0000093,obo:BTO_0001577
MV411_DMSO,CL,CLO_0007906,CLO_0000001,CL_0000235,CL:0000122,UBERON_0000178,UBERON:0002100,BTO_0006413,obo:BTO_0001614
osteoclastoma cell line:Hs 706.T,CL,CLO_0004066,CLO_0000001,CL_0002092,CL_0000124,UBERON_0002371,UBERON:0007022,-,BTO:0000357
breast cancer FA,CT,-,CLO_0000035,CL_0002327,CL_0000052,UBERON_0000310,UBERON_0001000,-,BTO:0000228
clear cell carcinoma cell line:TEN,CL,CLO_0050884,CLO_0000012,CL_0002149,CL_0000001,UBERON_0001295,UBERON_0000468,-,BTO:0001234
NCI-H650,CL,CLO_0008101,CLO_0002412,CL_0000082,CL_0000001,UBERON_0002048,-,BTO_0004079,BTO:0006022
neutrophil_VB,CT,-,CLO_0000072,CL_0000775,CL_0000235,UBERON_0000178,UBERON_0000176,BTO_0000130,BTO:0003439
LM7,CL,-,CLO_0000001,CL_0001035,CL_0000001,UBERON_0002481,UBERON:0000000,-,BTO_0000157
MIC,CL,-,CLO_0000056,CL_0001035,CL_0000003,UBERON_0002481,UBERON:0000460,-,BTO:0000012
Smooth Muscle Cells - Subclavian Artery donor2,CT,-,CLO_0000100,CL_0002595,CL_0000235,UBERON_0002111,UBERON_0002045,-,BTO:0001234
cholangiocellular carcinoma cell line:HuH-28,CL,CLO_0050855,CLO_0000001,CL_1000488,CL_0000182,UBERON_0002107,UBERON_0000031,-,BTO:0001234
CCRF-CEM_T_acute_lymphoblastic_leukemia,CL,CLO_0002334,CLO_0000054,CL_0000084,CL_0000005,UBERON_0000178,UBERON_0000104,BTO_0000736,BTO:0000151
squamous cell lung carcinoma cell line:EBC-1,CL,CLO_0050039,CLO_0000059,CL_0000076,CL_0000001,UBERON_0002048,UBERON_0002048,-,BTO:0004339
GM15850 LCLs (FRDA),CL,CLO_0027780,-,CL_0000945,-,UBERON_0000178,-,-,BTO:0005028
NHEK_siGRHL3,CT,-,CLO_0000012,CL_0000312,CL_0000001,UBERON_0001003,UBERON_0002101,BTO_0003182,BTO:0002768
RMS246_PAX3-NCOA1,CL,-,CLO_0000001,CL_0000737,CL_0000001,UBERON_0002036,UBERON_0002103,BTO_0001802,obo:BTO_0002424
NT2-D1_embryonic_carcinoma,CL,CLO_0008207,CLO_0000052,CL_0002248,CL_0000062,UBERON_0000473,UBERON_0005558,BTO_0000946,BTO:0000372
AG04450_fibroblasts,CL,-,CLO_0000025,CL_0002553,CL_0000120,UBERON_0002048,UBERON_0002370,-,BTO:0000053
GBM12,CT,CLO_0003456,CLO_0018764,CL_0000125,CL_0000001,UBERON_0000955,UBERON:0002400,-,BTO:0006056
CD14+ monocytes - treated with lipopolysaccharide donor2,CT,-,CLO_0000057,CL_0001054,CL:0000277,UBERON_0000178,UBERON_0001007,BTO_0000876,BTO_0000459
GBM15,CT,CLO_0003456,CLO_0000001,CL_0000125,CL:0000001,UBERON_0000955,UBERON_0000015,-,BTO:0003351
germinal matrix,A,-,CLO_0017081,CL_0002319,CL_0000234,UBERON_0000955,UBERON_0002045,-,BTO:0000182
MOLM-13_sgSIK3e4,CL,CLO_0009848,CLO_0000012,CL_0000763,CL_0000000,UBERON_0000178,UBERON_0000987,BTO_0004175,BTO:0001913
GBM09,CT,CLO_0003456,CLO_0000123,CL_0000125,CL:0000001,UBERON_0000955,UBERON_0001234,-,obo:BTO_0001614
PC3_GSK126,CL,CLO_0008395,CLO_0000001,CL_0002231,CL_0000001,UBERON_0002367,UBERON:0006123,BTO_0001061,BTO:0002751
heart_left_ventricle,A,-,CLO_0000040,CL_0002494,CL_0000235,UBERON_0002084,UBERON_0002046,BTO_0001629,BTO:0001629
