Label,Type,CLO_id,CL_id,UBERON_id,BTO_id
A549_0h_sciCAR,CL,-,CL_0010003,UBERON_0002299,BTO_0004078
JEG-3,CL,CLO_0007017,CL_0000351,UBERON_0001987,BTO_0002269
KM12SM,CL,CLO_0009965,CL_0011108,UBERON_0000059,BTO_0003172
786-O_empty_vector,CL,CLO_0020733,CL_0002518,UBERON_0002113,BTO_0003781
acute myeloid leukemia (FAB M7) cell line:M-MOK,CL,CLO_0007035,CL_0000553,UBERON_0002371,-
TC-797,CL,-,CL_0002128,-,-
A375,CL,-,CL_0000148,UBERON_0019204,BTO_0000849
U-937 DE-4,CL,-,CL_0000576,UBERON_0002390,BTO_0001412
T3M4 wt,CL,CLO_0009368,CL_1001433,UBERON_0007329,BTO_0004230
HepG2 hepatocellular carcinoma,CL,CLO_0003704,CL_0000182,UBERON_0002107,BTO_0000599
Myeloid_placenta,CT,-,CL_0002009,UBERON_0001987,-
MCF7_FASR,CL,CLO_0007606,CL_0002326,UBERON_0001911,BTO_0000093
U-937,CL,-,CL_0000576,UBERON_0001744,BTO_0001412
Monocyte_1,CT,-,CL_0000576,UBERON_0013756,BTO_0000876
GMP1low_LS_BM1137,CT,-,CL_0000557,UBERON_0002371,BTO_0004730
CLB-GA-control,CL,-,-,-,-
adult_dermal_fibroblasts,CT,-,CL_0002620,UBERON_0003585,BTO_0004419
DUCaP_prostate_carcinoma,CL,-,CL_0002231,UBERON_0002367,BTO_0003078
CD8donorC,CT,-,CL_0001049,-,BTO_0000289
Inhibitory_neur_cerebrum_0,CT,-,CL_0011005,UBERON_0035955,-
MPAL2_T1_2,CT,-,-,UBERON_0012429,BTO_0005579
submaxillary gland adult,A,-,-,UBERON_0001736,BTO_0001316
medulla oblongata adult pool1,A,-,-,UBERON_0001896,BTO_0000041
left ventricle_DCM_LV1072,A,-,-,UBERON_0002084,BTO_0001629
lung adenocarcinoma cell line:PC-14,CL,CLO_0008394,CL_0010003,UBERON_0004821,BTO_0001911
Mast cell donor4,CT,-,CL_0000097,-,BTO_0000830
blood vessels,A,-,-,UBERON_0001981,BTO_0001102
NCCIT_testicular_embryonic_carcinoma,CL,CLO_0037415,CLO_0001064,UBERON_0000473,BTO_0004180
293T_2_high,CL,CLO_0037372,CL_0002518,UBERON_0002113,BTO_0002181
CD4-positive helper T cell,CT,-,CL_0001043,UBERON_0010393,BTO_0002417
MDA-MB-453_breast_adenocarcinoma_DHT,CL,CLO_0035988,CL_0002326,UBERON_0001911,BTO_0001908
JB6_Human_anaplastic_large_cell_lymphoma,CL,CLO_0007014,CL_0001064,UBERON_0000029,BTO_0004831
HUVEC-C_HUVEC_umbilical_vein_endothelial_cells_TNF_0M,CL,CLO_0004307,CL_0002618,UBERON_0002066,BTO_0001520
hN34_organoid,A,-,-,UBERON_0003714,BTO_0005723
SK-N-MC_Askin_tumor_SHGFP_96H,CL,CLO_0009058,CLO_0001063,UBERON_0016403,BTO_0002914
gm19238,CL,CLO_0027144,CL_0017006,UBERON_0001969,BTO_0002062
Endothelial Cells - Umbilical vein donor1,CT,-,CL_0002618,UBERON_0002066,BTO_0004296
Penis_Foreskin_Fibroblast_Primary_Cells_skin01,CT,-,CL_1001608,UBERON_0001471,BTO_0002245
MPAL1_T1_2,CT,-,CL_0001030,UBERON_0002371,BTO_0005579
subcutaneous adipocytes,CT,-,CL_0000448,UBERON_0002190,BTO_0006429
H1-NPC,CL,CLO_0037280,CL_0011020,UBERON_0001017,BTO_0001581
H3396_breast_carcinoma,CL,CLO_0003600,CL_0002326,UBERON_0001911,BTO_0005772
MCF-10A,CL,CLO_0037239,CL_0002326,UBERON_0001911,BTO_0001939
CRL-7250,CL,-,-,-,BTO_0005816
CD4+ CD7- cells_CTCL1043,CT,-,CL_0000492,UBERON_0001416,BTO_0002417
WPMY-1,CL,CLO_0000075,CLO_0002622,UBERON_0004184,BTO_0004166
Esophageal Epithelial Cells donor1,CT,-,CL_0002252,UBERON_0001976,BTO_0006199
ps15-u2os-eto,CL,CLO_0000560,CL_0000062,UBERON_0002481,BTO_0000407
small_intestine_1,A,-,-,UBERON_0002108,BTO_0000651
Patient_x750N,-,-,-,-,-
T24_1_low,CL,CLO_0009245,CL_1001428,UBERON_0004645,BTO_0002868
CD34 Erythroid cells_Don002,CT,-,CL_0000038,UBERON_0002371,BTO_0004911
Rectal_Mucosa.Donor_31,A,-,-,UBERON_0003346,BTO_0002435
MHG,-,-,-,-,-
SW-13,CL,-,CL_0002097,UBERON_0001235,BTO_0004114
Adipocyte - subcutaneous donor3,CT,-,CL_0002521,UBERON_0002190,BTO_0004042
HPBALL,CL,CLO_0003817,CL_0000955,UBERON_0002371,BTO_0001952
BAE_lung_0,-,-,-,-,-
tamoxifen_EC9,CT,-,CL_0000115,UBERON_0004638,BTO_0001176
A-375,CL,-,CL_0000148,UBERON_0001003,BTO_0000849
SK-BR-3_breast_adenocarcinoma_EGF,CL,-,CL_0002326,UBERON_0001911,BTO_0002419
RCC_7860_Renal_cell_carcinoma,CL,CLO_0009975,CL_0002518,UBERON_0002113,BTO_0003781
HUES8 WT,CL,CLO_0051112,CL_0002322,-,BTO_0005840
human_cardiac_fibroblasts-adult_atrial,CT,-,CL_2000067,UBERON_0002081,BTO_0003093
B-CPAP,CL,CLO_0001906,CL_0002258,UBERON_0002046,BTO_0004736
Matrix_Fibrob_2_A,CT,-,CL_0000057,UBERON_0002384,BTO_0004419
Induced-regulatory-T-cells_DMSO,CT,-,CL_0000902,UBERON_0010393,BTO_0004520
spinal cord - adult donor10196,A,-,-,UBERON_0002240,BTO_0001279
esc-h1-3il,CL,CLO_0037280,CL_0002322,UBERON_0000087,BTO_0001581
Fetal intestine small,A,-,-,UBERON_0002108,BTO_0000651
iPS-18 Cells,CL,-,CL_0002248,-,-
SF9402,CL,-,-,UBERON_0002544,-
NKM-1,CL,CLO_0009850,CL_0002438,-,BTO_0006520
IMR-90_senescent,CL,CLO_0006951,CLO_0002553,UBERON_0002048,BTO_0001229
OPK,CL,CLO_0008518,-,-,BTO_0006224
Macrophages_C,CT,-,CL_0000235,-,BTO_0000801
416B,-,-,-,-,-
Brain_Germinal_Matrix,A,-,-,UBERON_0004022,BTO_0004726
Parathyroid_adenoma,CT,-,CL_0000446,UBERON_0001132,BTO_0004712
SK-N-BE_2_-C_resistant_vehicle,CL,-,-,UBERON_0000013,BTO_0004782
Red blood cells,CT,-,CL_0000232,UBERON_0001009,BTO_0000424
GM06170_fetal_skin_fibroblasts,CL,-,CL_0002551,UBERON_8480053,BTO_0001619
Pericytes_E,CT,-,CL_0000669,UBERON_0010523,BTO_0002441
U2OS_siNC,CL,CLO_0018126,CL_0001064,UBERON_2001165,BTO_0001938
GBM29,CT,-,CLO_0001064,UBERON_0001017,BTO_0000527
Club-F,CT,-,CL_1000272,UBERON_0001955,BTO_0002922
H1_Derived_Neuronal_Progenitor_Cultured_Cells,CL,CLO_0037280,CL_0011020,UBERON_0001017,BTO_0001581
Hs 132.T,CL,-,-,-,BTO_0003467
leiomyoma cell line:15425,CL,CLO_0036938,CL_0002601,UBERON_0001296,BTO_0003252
H9_Null+EZH2,CL,CLO_0003612,CL_0002322,UBERON_0000922,BTO_0001944
p7-CLL-patient_CD74,CT,-,CL_0001200,UBERON_0013756,BTO_0003354
Im-GCT-3504_G34W-repair_WT_4C7,CT,-,CLO_0001063,UBERON_0002481,BTO_0003766
H1-ESC,CL,CLO_0037280,CL_0002322,UBERON_0000087,BTO_0001581
RS4_11_DMSO_4h,CL,ND11234 cell : <CLO_0018976>,CL_0017006,UBERON_0012429,BTO_0004505
Bone Marrow Derived Cultured Mesenchymal Stem Cells,CT,-,CL_0002540,UBERON_0002371,BTO_0003298
H69_TGF beta_16h_1,CL,-,CLO_0001064,UBERON_0002048,BTO_0003022
D54,-,-,-,-,-
nucleus accumbens adult pool1,A,-,-,UBERON_0001882,BTO_0001862
MOLT-4,CL,-,CL_0002420,UBERON_0012429,BTO_0000873
CCLP1,CL,CLO_0002215,CL_1000488,UBERON_0002394,BTO_0002933
Megakaryo_adrenal,CT,-,CL_0000556,UBERON_0002369,BTO_0000843
MM1S,CL,-,CL_0000786,UBERON_0002371,BTO_0000727
Chondrocyte - de diff donor1,CT,-,CL_0000138,UBERON_0002418,BTO_0003858
1_H1_ESCs_with_99_fibroblsat,CL,CLO_0037280,CL_0002322,UBERON_0000087,BTO_0001581
UCLA1-hESCs,CL,-,CL_0002322,UBERON_0019248,BTO_0006457
chronic lymphocytic leukemia (T-CLL) cell line:SKW-3,CL,CLO_0037349,CL_0001049,UBERON_0013756,BTO_0006057
aortic_adventitial_fibroblasts,CT,-,CL_1000306,UBERON_0004664,BTO_0005640
L826,-,-,-,-,-
HCC1954_Parental,CL,-,CL_0000068,UBERON_0001911,BTO_0005368
Endothelial Cells - Aortic donor0,CT,-,CL_0002544,UBERON_0000947,BTO_0004602
MCF7_WS8_cells,CL,CLO_0007606,CL_4033058,UBERON_0001911,BTO_0000093
Penis_Foreskin_Keratinocyte_Primary_Cells_skin02,CT,-,CL_0000312,UBERON_0001471,BTO_0000667
M112,CL,-,-,UBERON_0012261,-
NH-A_Astrocytes,CT,-,CL_0000127,UBERON_0001017,BTO_0002600
SET2_Adult_acute_megakaryoblastic_leukemia_Homo_Sapiens,CL,-,CL_0000553,UBERON_0012429,BTO_0004766
CD8_EM_healthy,CT,-,CL_0000913,UBERON_0000178,-
CD34_bone_marrow_cell-derived_erythroid_progenitors,CT,-,CL_0000038,UBERON_0002371,BTO_0004911
prostate_cancer,CT,-,CL_0002231,UBERON_0002367,BTO_0005049
OCI_LY7,CL,-,CL_0000844,UBERON_0000029,BTO_0006414
acute myeloid leukemia,CT,-,CL_0000835,UBERON_0002371,BTO_0000187
GBM03,CT,-,CLO_0001064,UBERON_0000955,BTO_0005949
hMSC,CT,-,CL_0000134,-,BTO_0003298
fetal-kidney-16w,A,-,-,UBERON_0005249,BTO_0000671
PBMC_Rep1-CD34,CT,-,CL_0001024,UBERON_0013756,BTO_0004408
Th17-IL-10- Day 0,CT,-,CL_0000899,-,BTO_0005655
DND41,CL,CLO_0030449,CL_0002420,UBERON_0012429,-
BI_CD4p_CD25-_Il17p_PMAstim_Th17,CT,-,CL_0000899,-,BTO_0005655
MEP,CT,-,CL_0000050,UBERON_0012429,BTO_0004911
CD8+ T Cells donor1,CT,-,CL_0001049,UBERON_0000178,BTO_0000289
Astrocyte - cerebellum donor1,CT,-,CL_0000127,UBERON_0002037,BTO_0000099
HEK293A_empty-vector_DMSO_6h,CL,CLO_0037372,CL_0002518,UBERON_0002113,BTO_0002524
BLUE1,CL,-,CL_0000961,-,-
ES-I3_Cell_Line,CL,CLO_0009860,CL_0002322,UBERON_0000087,BTO_0001582
left ventricle_LV1294,A,-,-,UBERON_0002084,BTO_0001629
hepatocellular carcinoma cell line: HepG2 ENCODE biol_rep2,CL,CLO_0003704,CL_0000182,UBERON_0002107,BTO_0006301
BxPC3_sgNEG,CL,CLO_0002065,CL_1001433,UBERON_0007329,BTO_0001861
Fibroblast - Dermal donor4,CT,-,CL_0002620,UBERON_0002067,BTO_0004419
H9 Derived Neuron Cultured Cells,CL,-,CL_0000540,UBERON_0001016,BTO_0001581
Human Bronchial Epithelial Cell,CT,-,CL_0002328,UBERON_0002031,BTO_0002922
CLL1252,CL,CLO_0050344,CL_0000785,UBERON_0013756,BTO_0000737
HUES48,CL,CLO_0031879,CL_0002322,UBERON_0000087,-
RH4_sgBRG1,CL,CLO_0008812,CLO_0001064,UBERON_0001134,BTO_0002267
HUES64-derived_endodermal_cells,-,-,-,-,-
breast_epithelium,A,-,-,UBERON_0008367,BTO_0001430
Human CD34+ Hematopoietic Stem/Progenitor Cell,CT,-,CL_0002043,UBERON_0002371,BTO_0000725
iPS derived pancreatic precursor cells_Lane2,CT,-,CL_0002351,UBERON_0001264,BTO_0000805
M0-91_acute_myeloid_leukemia,CL,CLO_0036259,CL_0000042,UBERON_0002371,BTO_0005491
NHEK-Epidermal Keratinocyte Primary Cells,CT,-,CL_0000312,UBERON_0001003,BTO_0000667
KOPT-K1,CL,CLO_0007052,-,UBERON_0002390,BTO_0004964
Hindbrain derived neural stem cells_NS19_H3.3K27M,CT,-,CL_0000047,UBERON_0002028,BTO_0002891
LHSAR_prostate_epithelial_cells_LACZ,CL,CLO_0000766,CL_0002231,UBERON_0002367,BTO_0002398
iPS_derived_pancreatic_precursor_cells,CT,-,CL_0002351,UBERON_0003921,-
HeLa-B2_TA,CL,CLO_0003684,CL_1001587,UBERON_0004801,BTO_0000567
293 HEK,CL,CLO_0037372,CL_0002518,UBERON_0005095,BTO_0000007
PC-3,CL,CLO_0000748,CL_0002231,UBERON_0035441,BTO_0005049
Smooth_muscle_placenta,CT,-,CL_0009093,UBERON_0001987,BTO_0004576
heat shocked K562,CL,CLO_0007059,CL_0000764,UBERON_0000178,BTO_0000664
MCF7_Invasive_ductal_breast_carcinoma_MRNAHIST,CL,CLO_0007606,CL_0002326,UBERON_0001911,BTO_0000093
Fibroblast - Aortic Adventitial donor3,CT,-,CL_0002547,UBERON_0000947,BTO_0005640
Endothelial Cells - Artery donor1,CT,-,CL_1000413,UBERON_0001637,BTO_0004758
foreskin_keratinocyte_2,CT,-,CLO_1001606,UBERON_0001332,BTO_0000667
locus coeruleus - adult donor10196,A,-,-,UBERON_0006331,BTO_0001408
visceral adipocytes,CT,-,CL_0000136,UBERON_0014454,BTO_0000443
LNCaP_prostate_carcinoma_SHCTR,CL,-,CL_0002231,UBERON_0002367,BTO_0006095
P286_Primary_DLBCL,CT,-,CL_0000945,UBERON_0000029,BTO_0002521
HTBE_H3N2_12h,CT,-,CL_0002202,UBERON_0008397,BTO_0002927
body_of_pancreas,A,-,-,UBERON_0001150,BTO_0000988
MDA-MB-134-VI,CL,-,CL_0002326,UBERON_0001911,-
hESC-1_Embryonic_stem_cells_PRIMED,CL,CLO_0037280,CL_0002322,UBERON_0000087,BTO_0006080
UMR-106,-,-,-,-,-
K-562,CL,CLO_0000617,CL_0002000,UBERON_0013756,BTO_0000664
P493-6,CL,CLO_0008345,CL_0017006,UBERON_0001744,BTO_0003291
RPE,CT,-,CL_0002586,UBERON_0005424,BTO_0004910
BC3_TPA_4H,CL,CLO_0001891,CL_0001200,UBERON_2002224,BTO_0002722
Crypt5,A,-,-,UBERON_0001241,BTO_0000305
G296S,-,-,-,-,-
TC71_WT,CL,CLO_0009879,CL_0001064,UBERON_0002481,BTO_0002604
NHDF-Ad_Adult_Dermal_Fibroblasts,CT,-,CLO_0002620,UBERON_0002067,BTO_0004419
Brain Anterior Caudate,A,-,-,UBERON_0027245,BTO_0000211
SW403,CL,-,CL_0011108,UBERON_0000059,BTO_0001535
GM10266_male_B-cells,CL,-,CL_0000945,UBERON_0013756,BTO_0002062
WA01,CL,-,CL_0002322,UBERON_0000087,BTO_0006060
NKC,CT,-,CL_0000623,UBERON_0013756,BTO_0000914
A549 TGFb,CL,DA01545 cell : <CLO_0021446>,CL_0010003,UBERON_0004821,BTO_0005816
small-cell gastrointestinal carcinoma cell line:ECC4,CL,CLO_0008968,CL_0000165,UBERON_0005409,BTO_0005691
GM19239_male_B-cells_lymphoblastoid_cell_line,CL,-,CL_0001200,UBERON_0013756,BTO_0003335
MDA-MB-361,CL,-,CL_0002326,UBERON_0001911,BTO_0001569
CAPAN1,CL,CLO_0000551,CL_0002079,UBERON_0007329,BTO_0002744
T-cell,CT,-,CL_0002419,UBERON_0001744,BTO_0000782
Stromal_heart_3,CT,-,CL_0002548,UBERON_0000948,BTO_0003952
Lens Epithelial Cells donor1,CT,-,CL_0002224,UBERON_0000965,BTO_0003072
cartilage,A,-,-,UBERON_0002418,BTO_0000206
MCF7L-P,CL,CLO_0007606,CLO_0002327,UBERON_0001911,BTO_0000093
pancreas 30y,A,-,-,UBERON_0001264,BTO_0000988
hNPCs_K755R/+,CT,-,CL_0011020,UBERON_0001017,BTO_0002881
HFL-1,CL,CLO_0003734,CL_0002553,UBERON_0002048,BTO_0002582
Fetal_spinal_cord,A,-,-,UBERON_0002240,BTO_0001279
leiomyoblastoma cell line:G-402,CL,-,CL_0000192,-,BTO_0000678
CD36+,CT,-,-,-,-
CD4+CD25-CD45RA+ naive conventional T cells donor1,CT,-,CL_0000624,UBERON_0013756,-
Horizontal_Amacrine_eye,CT,-,CL_0000561,UBERON_0000966,BTO_0004120
immature langerhans cells donor1,CT,-,CL_0001016,UBERON_0001003,BTO_0000705
GM18508,CL,-,CL_0017006,UBERON_0010416,BTO_0002062
Hep-3B2-1-7,CL,CLO_0003703,CL_0000182,UBERON_0002107,BTO_0004116
RWPE1,CL,CLO_0008905,CL_0002231,UBERON_0000428,BTO_0003709
CD34 Erythroid cells_Don003,CT,-,CL_0002003,UBERON_0002371,BTO_0004911
left ventricle_DCM_LV1300,A,-,-,UBERON_0002084,BTO_0001629
C666-1,CL,-,CL_1001573,UBERON_0001951,BTO_0004805
cDC_healthy,CT,-,CL_0000990,-,BTO_0002042
pleural-effusion,A,-,-,UBERON_0002402,BTO_0004422
Fetal_intestine,A,-,-,UBERON_0002108,BTO_0000648
esophagus-muscularis-mucosa,A,-,-,UBERON_0035844,BTO_0004839
Brain,A,-,-,UBERON_0000955,BTO_0000142
Day6 Plasmablast CD23- memory B cell_G9A-Inhibited,CT,-,CL_0001202,-,BTO_0000392
SKNDZ,CL,-,CL_0001064,UBERON_0001236,BTO_0004217
MDA-MB-231p27CK-DD_breast_cancer_cells_phosphimimetic_p27_cell_line,CL,-,CL_0002326,UBERON_0001911,BTO_0000815
Fibroblast cells,CT,-,CL_0000057,UBERON_0002384,BTO_0000452
mesenchymal precursor cell - bone marrow donor3,CT,-,CL_0002540,UBERON_0002371,BTO_0003952
Matrix_Fibrob_1_B,CT,-,CL_0000057,UBERON_0002384,BTO_0000452
Undifferentiated Pleomorphic Sarcoma,CT,-,CLO_0001064,UBERON_0000479,BTO_0004779
Fetal_small_intestine,A,-,-,UBERON_0002108,BTO_0000651
EPC_VB,CT,-,CL_0002619,UBERON_0013756,BTO_0004093
MCF7_Invasive_ductal_breast_carcinoma,CL,CLO_0007606,CL_0002326,UBERON_0001911,BTO_0000093
UMUC1_sonic_pSIN-puro_EV,CT,-,CL_1001428,UBERON_0004645,BTO_0002868
HEK,CL,CLO_0037374,CL_0002518,UBERON_0005095,BTO_0002181
TC32,CL,CLO_0009280,CL_0001064,UBERON_2001165,BTO_0004227
CD4+ ab T,CT,-,CL_0001043,-,BTO_0005453
GM20000_B-cells,CL,CLO_0028368,CL_0000945,UBERON_0013756,GM00037 cell : <BTO_0003592>
iPSC,CL,CLO_0037308,CL_0002248,-,BTO_0006078
ASC,CT,-,CL_0002570,UBERON_0001013,BTO_0005198
acute myeloid leukemia (FAB M2) cell line:NKM-1,CL,CLO_0009850,CL_0000835,UBERON_0002371,BTO_0006520
A549_dexamethasone_8h,CL,DA01544 cell : <CLO_0021449>,CL_0010003,UBERON_0004821,BTO_0005816
Fetal Muscle Trunk,A,-,-,UBERON_0001774,BTO_0001103
MSC_VB,CT,-,CL_0000134,UBERON_0002412,BTO_0003298
tamoxifen_EC11,CT,-,CL_0000115,UBERON_0004638,BTO_0004758
SET-2_WT_GSK-LSD1,CL,-,CL_0000556,UBERON_0012429,BTO_0004766
hNPCs_R1159Q/+,CT,-,CL_0011020,UBERON_0001017,BTO_0002881
adrenal cortex adenocarcinoma cell line:SW-13,CL,-,CL_0002097,UBERON_0001235,BTO_0001599
KYSE-70,CL,CLO_0007137,CL_0000076,UBERON_0006920,BTO_0002427
NCI-H441,CL,CLO_0008087,CL_0010003,UBERON_0002048,BTO_0001910
UCSD_Aorta,A,-,-,UBERON_0000947,BTO_0000135
Ciliated_cells_D,CT,-,CL_0005012,UBERON_0007601,BTO_0000414
BEAS-2B,CL,CLO_0001925,CL_0002328,UBERON_0002031,BTO_0003355
EX_cerebrum_3,CT,-,CL_1001579,UBERON_0035955,BTO_0002609
Corneal Epithelial Cells donor1,CT,-,CL_0000575,UBERON_0001772,BTO_0004298
Lateral temporal lobe_15T_Young,A,-,-,UBERON_0001871,BTO_0001355
Stomach_Mucosa,A,-,-,UBERON_0001199,BTO_0001308
SNF02.2_PRC2 WT,CL,-,-,-,-
TTC1240_SMARCB1_delCC,CL,-,CL_0001064,-,BTO_0004639
Stromal_lung_5,CT,-,CL_0000499,UBERON_0002048,BTO_0002064
P493,CL,CLO_0008494,-,-,BTO_0003291
Primary T CD8+ memory cells from peripheral blood,CT,-,CL_0000907,UBERON_0013756,BTO_0003435
226LDM,CL,-,-,-,BTO_0005772
NK_cells_F,CT,-,CL_0000623,UBERON_0013756,BTO_0000914
HCT116_IFN-beta_1h,CL,-,CL_0002253,UBERON_0000059,BTO_0001914
H54,CL,-,CL_0002675,-,-
aorta adult pool1,A,-,-,UBERON_0000947,BTO_0000135
CD4+ cells_CTCL1145,CT,-,CL_0001043,UBERON_0002097,BTO_0002417
Monocytes-CD14+_RO01746,CT,-,CL_0001054,UBERON_0013756,BTO_0000876
Stromal_lung_1,CT,-,CL_0000499,UBERON_0002048,BTO_0002064
David_TC71,CL,CLO_0009879,CLO_0001063,UBERON_0002481,BTO_0002604
BA10,A,-,-,UBERON_0016525,BTO_0002807
NK_cells_J,CT,-,CL_0000623,UBERON_0014778,BTO_0000914
CD4_CD25-_T-cells,CL,-,CL_0000624,UBERON_0010393,-
H3.3K27M-KO_BT245-C4P6,-,-,-,-,-
GM10248,CL,-,CL_0017006,UBERON_0000178,BTO_0002062
lymphocyte,CT,-,CL_0000542,UBERON_0006558,BTO_0000775
CD4+ T Cells donor2,CT,-,CL_0001043,UBERON_0010393,BTO_0002417
WSU-DLCL2,CL,CLO_0037068,CL_0001200,UBERON_0000029,BTO_0004920
A-498,CL,CLO_0001596,CL_0002584,UBERON_0001225,BTO_0000383
Ramos,CL,-,CL_0000844,UBERON_0001744,BTO_0003076
SK-N-DZ,CL,CLO_0026469,CL_0001064,UBERON_0000013,BTO_0004217
hereditary spherocytic anemia cell line:WIL2-NS,CL,-,CL_0017006,UBERON_0013756,BTO_0001524
Erythrob_adrenal,CT,-,CL_0000765,UBERON_0002369,BTO_0001571
K562_myelogenous_leukemia_NABUT,CL,CLO_0007059,CL_0000763,UBERON_0000178,BTO_0000664
Calu-1,CL,CLO_0002191,CL_0000076,UBERON_0000115,BTO_0002940
A139_ER-_PR-_HER2-_breast_cancer_cells,CL,-,CLO_0002327,UBERON_0001911,BTO_0005716
DLD,CL,CLO_0000513,CL_0002253,UBERON_0000059,BTO_0001914
HUES64_derived_CD184+,CT,-,CL_0000223,UBERON_0005439,BTO_0000800
Jurkat_E6_1_T-cells,CL,CLO_0007045,CL_0000624,UBERON_0000178,BTO_0000661
GSC,CT,-,CL_0000034,UBERON_0001017,BTO_0006345
HSC_liver,CT,-,CL_0000632,UBERON_0002107,BTO_0002741
NCI-H69_p8-15,CL,CLO_0035699,CL_1000223,UBERON_0000175,BTO_0003022
Im-GCT-4072_G34W-repair_WT_A4,CT,-,CL_0001063,UBERON_0004400,BTO_0003766
mesothelioma cell line:Mero-48a,CL,-,CL_0000077,UBERON_0003390,-
Kidney_Unknown.14_kidney,A,-,-,UBERON_0002113,BTO_0000671
GM-6114,CL,-,CL_0017006,UBERON_0013756,BTO_0002062
non-tamoxifen_EC5,CT,-,CL_0000115,UBERON_0001986,BTO_0001176
Tfh_BCC,CT,-,CL_0002038,UBERON_0019204,BTO_0002417
Fetal_Spinal_Cord,A,-,-,UBERON_0002240,BTO_0001279
Hepatocyte donor2,CT,-,CL_0000182,UBERON_0002107,BTO_0000575
Urothelial Cells donor1,CT,-,CL_0000731,UBERON_0004645,BTO_0001694
WA01_H1_human_embryonic_stem_cells_EMB,CL,-,CL_0002322,UBERON_0000922,BTO_0006060
MRC-5_MRC5_1DPT,CL,CLO_0007865,CL_0002553,UBERON_0002048,BTO_0001590
Mallassez-derived cells donor3,CT,-,CL_0002166,UBERON_0008266,BTO_0000414
Syn_vil_cytoTrophobs_placenta_0,CT,-,CL_2000060,UBERON_0001987,BTO_0006120
CRC107_colorectal_cancer_metastatic_stem_cells,CL,-,CL_0000034,UBERON_0012652,-
KG-1,CL,-,CL_0000835,UBERON_0002371,BTO_0000670
KYSE150,CL,CLO_0029775,CL_0002221,UBERON_0006920,BTO_0002427
parietal lobe adult donor10252,A,-,-,UBERON_0001872,BTO_0001001
BJEL,CL,CLO_0037213,CL_0000967,-,BTO_0001931
Brain Hippocampus Middle 150,A,-,-,UBERON_0002305,BTO_0000601
AGS_gastric_adenocarcinoma,CL,CLO_0022299,CL_0002178,UBERON_0001276,BTO_0001007
PFSK1_primitive_neuroectodermal_tumor,CL,CLO_0008425,CL_0001063,UBERON_0001017,BTO_0004854
HepG2 Hepatocellular Carcinoma Cell Line,CL,CLO_0003704,CL_0000182,UBERON_0002107,BTO_0000599
Crypt3,A,-,-,UBERON_0001241,BTO_0000305
HN12,CL,-,CL_0000240,UBERON_0002429,BTO_0005040
Left_Ventricle,A,-,-,UBERON_0002084,BTO_0001629
KBM7-derived near haploid cells,CL,-,CL_0000763,UBERON_0000178,BTO_0005775
Stromal_lung_3,CT,-,CL_0000499,UBERON_0002048,BTO_0000764
DLD1_WT,CL,CLO_0002785,CL_0002253,UBERON_0000059,BTO_0000391
thymus_2,A,-,-,UBERON_0002370,BTO_0001374
HFF_foreskin_fibroblast_OHT_SHBPTF,CL,CLO_0000556,CL_0000057,UBERON_0001332,BTO_0002245
Matrix_Fibrob_2_B,CT,-,CL_0000057,UBERON_0002384,BTO_0000452
SET-2_insR_GSK-LSD1,CL,-,CL_0000553,UBERON_0012429,BTO_0004766
Primary hematopoietic stem cells,CT,-,CL_0000037,UBERON_0012429,BTO_0000725
Skeletal muscle cells differentiated into Myotubes - multinucleated donor1,CT,-,CL_0008003,UBERON_0001134,BTO_0004392
LOXIMVI,CL,-,CL_0000148,UBERON_0002097,BTO_0004151
tamoxifen_EC8,CT,-,CL_0000115,UBERON_0001986,BTO_0001176
Central_Memo_CD8_T,CT,-,CL_0000907,-,-
SUM159PT-BT-474,CL,-,CL_0000150,UBERON_0001911,-
Matrix_Fibrob_1_G,CT,-,CL_0000057,UBERON_0002384,BTO_0004419
Duodenum_Smooth_Muscle,A,-,-,UBERON_0012488,BTO_0000365
MCF7-Tet-On,CL,CLO_0007606,CL_0002326,UBERON_0001911,BTO_0002270
BT549,CL,CLO_0002044,CL_0002326,UBERON_0001911,BTO_0002548
Testis,A,-,-,UBERON_0005297,BTO_0000080
MT4H1,CL,CLO_0007891,CL_0001043,UBERON_0013756,BTO_0003030
cord blood derived cell line:COBL-a 24h infection(-C),CL,CLO_0000617,CL_2000095,UBERON_0012168,BTO_0002667
LNCaP_R1881 4h,CL,-,CL_0002231,UBERON_0002367,BTO_0001321
MM011_Primary_Melanoma,CT,-,CL_1000458,UBERON_0002097,BTO_0000848
H3122_LR,CL,-,CL_0000082,UBERON_0002048,-
SK-LMS-1_WT,CL,CLO_0009038,CL_0000192,UBERON_0001135,BTO_0002607
somite,A,-,-,UBERON_0009142,BTO_0000174
endometrial_stromal_cells,CT,-,CL_0002255,UBERON_0002337,BTO_0006559
Circle of Willis_60y,A,-,-,UBERON_0004449,BTO_0005205
MaMel,CL,CLO_0005204,CL_0000148,UBERON_0001003,BTO_0000849
Epithelial_intestine_2,CT,-,CL_0002563,UBERON_0001277,BTO_0005937
hASC_preadipocytes,CT,-,CL_0002570,UBERON_0001013,BTO_0004752
subcutaneous_adipose_tissue,A,-,-,UBERON_0002190,BTO_0004042
keratinocytes_Mi2KD,CT,-,CL_0000312,UBERON_0001003,BTO_0000667
SNU638,CL,CLO_0009100,CL_0002178,UBERON_0001199,BTO_0003478
